INCKEYNO,STHAR_TARIH,FISNO,SIRA,STOK_KODU,STHAR_CARIKOD,STHAR_GCMIK,STHAR_NF,GONDERILEN,KALAN,SIPARIS_TEMSILCI,DEPARTMAN,STHAR_GCKOD,DOLAR_KURU,STHAR_KOD1,STHAR_KOD2,TUTAR_USD,DURUM,YIL,AY,HAFTA,ODEKOD,ODEME_ACIKLAMA,PESINAT_ORANI,VADE_GUNU,PESIN_TUTAR,VADELI_TUTAR,RPT,KACINCI_SIPARIS,MUSTERI_SIP_NO,TESLIM_YERI,EK_ACIKLAMA_1,EK_ACIKLAMA_2,EK_ACIKLAMA_3_MALZEME,EK_ACIKLAMA_4,EK_ACIKLAMA_5
100077,2023-01-18,SIP23000044,1,M00010,120.01.0017,12000,233.1095,12000,0,Selim K.,YURT_ICI,1,18.8,SK01,KA3,148793.2979,KAPALI,2023,1,3,OD05,%30 Peşin + 60 Gün,0.3,60,44637.9894,104155.3085,1,1,PO-30743,Fabrika Teslim,Geçme Kapak,60 adet/koli,"Teneke 0,18mm",Paletli,
100078,2023-01-19,STK23000007,1,M00002,120.01.0029,600,329.7841,600,0,Deniz Y.,YURT_DISI,1,18.8,SK11,KA5,10525.0245,KAPALI,2023,1,3,OD08,Akreditif,0.2,75,2105.0049,8420.0196,1,1,PO-45568,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,Acil
100079,2023-01-19,SIP23000045,1,M00007,120.01.0001,9600,267.7046,9600,0,Elif S.,YURT_DISI,1,18.8,SK04,KA5,136700.2213,KAPALI,2023,1,3,OD06,%50 Peşin + 45 Gün,0.5,45,68350.1107,68350.1107,1,8,PO-35009,CIF Teslim,Kolay Açılır,48 adet/koli,"Krom 0,25mm",Dökme,Acil
100080,2023-01-19,SIP23000046,1,M00007,120.01.0018,5760,326.747,5760,0,Nurhan T.,YURT_ICI,1,18.8,SK04,KA5,100109.7191,KAPALI,2023,1,3,OD01,Peşin,1,0,100109.7191,0,1,3,PO-96783,Müşteri Deposu,Kolay Açılır,48 adet/koli,"Teneke 0,22mm",Kolili,Acil
100081,2023-01-19,SIP23000046,2,M00003,120.01.0018,144,143.3471,144,0,Nurhan T.,YURT_ICI,1,18.8,SK01,KA6,1097.9778,KAPALI,2023,1,3,OD01,Peşin,1,0,1097.9778,0,1,3,PO-41421,Fabrika Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Paletli,Acil
100082,2023-01-19,SIP23000047,1,M00007,120.01.0004,5760,293.4647,5760,0,Bahar Ö.,YURT_ICI,1,18.8,SK04,KA5,89912.5889,KAPALI,2023,1,3,OD05,%30 Peşin + 60 Gün,0.3,60,26973.7767,62938.8122,1,2,PO-27350,Fabrika Teslim,Kolay Açılır,48 adet/koli,"Teneke 0,22mm",Paletli,
100083,2023-01-19,SIP23000047,2,M00007,120.01.0004,1440,270.58,1440,0,Bahar Ö.,YURT_ICI,1,18.8,SK04,KA5,20725.2766,KAPALI,2023,1,3,OD05,%30 Peşin + 60 Gün,0.3,60,6217.583,14507.6936,1,2,PO-35826,Müşteri Deposu,Kolay Açılır,48 adet/koli,"Krom 0,25mm",Dökme,Acil
100084,2023-01-19,SIP23000047,3,M00057,120.01.0004,576,47.1759,576,0,Bahar Ö.,YURT_ICI,1,18.8,SK09,KA4,1445.3893,KAPALI,2023,1,3,OD05,%30 Peşin + 60 Gün,0.3,60,433.6168,1011.7725,1,2,PO-17225,Antrepo,Vidalı Kapak,48 adet/koli,"Teneke 0,22mm",Kolili,Acil
100085,2023-01-19,SIP23000047,4,M00006,120.01.0004,1440,341.5843,1440,0,Bahar Ö.,YURT_ICI,1,18.8,SK08,KA4,26163.9038,KAPALI,2023,1,3,OD05,%30 Peşin + 60 Gün,0.3,60,7849.1711,18314.7327,1,2,PO-49649,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Kolili,Numune onaylı
100086,2023-01-20,STK23000008,1,M00002,120.01.0003,3000,290.7956,3000,0,Pelin R.,BASKILI,1,18.8,SK11,KA5,46403.5532,KAPALI,2023,1,3,OD02,30 Gün Vadeli,0,30,0,46403.5532,1,2,PO-84314,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Dökme,
100087,2023-01-20,SIP23000048,1,M00009,120.01.0065,600,306.3817,600,0,Cem A.,YURT_ICI,1,18.8,SK01,KA1,9778.1394,KAPALI,2023,1,3,OD04,90 Gün Vadeli,0,90,0,9778.1394,0,1,PO-89687,Fabrika Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,18mm",Paletli,Numune onaylı
100088,2023-01-20,SIP23000048,2,M00046,120.01.0065,480,168.604,480,0,Cem A.,YURT_ICI,1,18.8,SK04,KA6,4304.783,KAPALI,2023,1,3,OD04,90 Gün Vadeli,0,90,0,4304.783,1,1,PO-10478,Müşteri Deposu,Vidalı Kapak,24 adet/koli,"Teneke 0,22mm",Dökme,
100089,2023-01-20,SIP23000048,3,M00206,120.01.0065,4800,230.6396,4800,0,Cem A.,YURT_ICI,1,18.8,SK04,KA5,58886.7064,KAPALI,2023,1,3,OD04,90 Gün Vadeli,0,90,0,58886.7064,1,1,PO-36978,Antrepo,Kapaksız,60 adet/koli,"Teneke 0,18mm",Kolili,Acil
100090,2023-01-20,SIP23000049,1,M00001,120.01.0002,20000,180.775,20000,0,Cem A.,YURT_ICI,1,18.8,SK12,KA2,192313.8298,KAPALI,2023,1,3,OD03,60 Gün Vadeli,0,60,0,192313.8298,1,5,PO-40397,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Kolili,
100091,2023-01-20,SIP23000050,1,M00006,120.01.0017,5760,326.8125,5760,0,Selim K.,YURT_ICI,1,18.8,SK08,KA4,100129.7872,KAPALI,2023,1,3,OD07,120 Gün Vadeli,0,120,0,100129.7872,1,2,PO-15442,Liman Teslim (FOB),Geçme Kapak,48 adet/koli,"Krom 0,25mm",Paletli,
100092,2023-01-20,SIP23000050,2,M00048,120.01.0017,1920,25.0894,1920,0,Selim K.,YURT_ICI,1,18.8,SK01,KA4,2562.3217,KAPALI,2023,1,3,OD07,120 Gün Vadeli,0,120,0,2562.3217,1,2,PO-69511,Fabrika Teslim,Kolay Açılır,24 adet/koli,"Teneke 0,18mm",Paletli,Acil
100093,2023-01-20,SIP23000050,3,M00004,120.01.0017,5760,373.9576,5760,0,Selim K.,YURT_ICI,1,18.8,SK01,KA6,114574.2434,KAPALI,2023,1,3,OD07,120 Gün Vadeli,0,120,0,114574.2434,0,2,PO-31960,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Paletli,Acil
100094,2023-01-23,SIP23000051,1,M00031,120.01.0003,2400,367.3072,2068.49,331.51,Pelin R.,BASKILI,1,18.8,SK01,KA1,46890.2809,ACIK,2023,1,4,OD02,30 Gün Vadeli,0,30,0,46890.2809,1,3,PO-87406,Antrepo,Kapaksız,48 adet/koli,"Teneke 0,22mm",Dökme,
100095,2023-01-23,SIP23000052,1,M00028,120.01.0021,1200,136.7392,1200,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA2,8728.034,KAPALI,2023,1,4,OD02,30 Gün Vadeli,0,30,0,8728.034,1,2,PO-30924,Antrepo,Kapaksız,24 adet/koli,"Teneke 0,22mm",Paletli,Acil
100096,2023-01-23,SIP23000052,2,M00004,120.01.0021,960,376.4227,960,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA6,19221.5847,KAPALI,2023,1,4,OD02,30 Gün Vadeli,0,30,0,19221.5847,1,2,PO-80502,Müşteri Deposu,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Dökme,Acil
100097,2023-01-23,SIP23000052,3,M00010,120.01.0021,12000,208.7702,12000,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA3,133257.5745,KAPALI,2023,1,4,OD02,30 Gün Vadeli,0,30,0,133257.5745,1,2,PO-25136,Müşteri Deposu,Geçme Kapak,60 adet/koli,"Teneke 0,22mm",Paletli,
100098,2023-01-23,SIP23000053,1,M00035,120.01.0117,4800,79.2065,4800,0,Cem A.,YURT_ICI,1,18.8,SK01,KA6,20222.9362,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,20222.9362,1,1,PO-88398,Fabrika Teslim,Vidalı Kapak,60 adet/koli,"Teneke 0,20mm",Kolili,Acil
100099,2023-01-23,SIP23000053,2,M00015,120.01.0117,960,344.5478,960,0,Cem A.,YURT_ICI,1,18.8,SK01,KA3,17593.9302,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,17593.9302,1,1,PO-63724,CIF Teslim,Vidalı Kapak,12 adet/koli,"Teneke 0,22mm",Paletli,
100100,2023-01-23,SIP23000053,3,M00007,120.01.0117,5760,274.1713,5760,0,Cem A.,YURT_ICI,1,18.8,SK04,KA5,84001.4196,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,84001.4196,1,1,PO-51917,Müşteri Deposu,Kolay Açılır,48 adet/koli,"Teneke 0,22mm",Dökme,Acil
100101,2023-01-23,STK23000009,1,M00005,120.01.0001,2400,134.5955,2400,0,Elif S.,YURT_DISI,1,18.8,SK04,KA3,17182.4043,KAPALI,2023,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,5154.7213,12027.683,0,9,PO-51285,CIF Teslim,Vidalı Kapak,48 adet/koli,"Teneke 0,18mm",Kolili,
100102,2023-01-23,SIP23000054,1,M00009,120.01.0004,72,303.56,72,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA1,1162.5702,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,1162.5702,1,3,PO-64738,Antrepo,Geçme Kapak,12 adet/koli,"Krom 0,25mm",Kolili,Acil
100103,2023-01-23,STK23000010,1,M00003,120.01.0031,72,159.6112,72,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA6,611.2769,KAPALI,2023,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,183.3831,427.8938,1,2,PO-41577,Liman Teslim (FOB),Geçme Kapak,12 adet/koli,"Krom 0,25mm",Paletli,
100104,2023-01-23,SIP23000055,1,M00002,120.01.0084,2000,289.5294,2000,0,Elif S.,YURT_DISI,1,18.8,SK11,KA5,30801,KAPALI,2023,1,4,OD03,60 Gün Vadeli,0,60,0,30801,0,1,PO-43865,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Dökme,
100105,2023-01-24,SIP23000056,1,M00008,120.01.0004,360,414.8161,360,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA2,7943.287,KAPALI,2023,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,2382.9861,5560.3009,1,4,PO-77026,Antrepo,Kolay Açılır,60 adet/koli,"Krom 0,25mm",Dökme,Acil
100106,2023-01-24,SIP23000057,1,M00001,120.01.0007,600,201.3477,600,0,Deniz Y.,YURT_DISI,1,18.8,SK12,KA2,6425.9904,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,6425.9904,1,3,PO-16531,CIF Teslim,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Dökme,Numune onaylı
100107,2023-01-24,SIP23000058,1,M00010,120.01.0014,360,207.7934,360,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA3,3979.0226,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,3979.0226,1,1,PO-33290,Fabrika Teslim,Geçme Kapak,60 adet/koli,"Teneke 0,22mm",Kolili,
100108,2023-01-24,SIP23000059,1,M00005,120.01.0020,960,150.4825,960,0,Nurhan T.,YURT_ICI,1,18.8,SK04,KA3,7684.2128,KAPALI,2023,1,4,OD04,90 Gün Vadeli,0,90,0,7684.2128,0,3,PO-86063,Müşteri Deposu,Vidalı Kapak,48 adet/koli,"Teneke 0,18mm",Paletli,
100109,2023-01-24,SIP23000059,2,M00043,120.01.0020,600,277.5301,600,0,Nurhan T.,YURT_ICI,1,18.8,SK01,KA5,8857.3436,KAPALI,2023,1,4,OD04,90 Gün Vadeli,0,90,0,8857.3436,0,3,PO-36953,Fabrika Teslim,Geçme Kapak,12 adet/koli,"Teneke 0,20mm",Paletli,
100110,2023-01-24,SIP23000060,1,M00018,120.01.0123,288,90.131,288,0,Selim K.,YURT_ICI,1,18.8,SK07,KA3,1380.7302,KAPALI,2023,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,414.2191,966.5111,1,1,PO-60500,CIF Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,20mm",Kolili,
100111,2023-01-24,SIP23000061,1,M00008,120.01.0012,360,341.335,360,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA2,6536.2021,KAPALI,2023,1,4,OD04,90 Gün Vadeli,0,90,0,6536.2021,0,2,PO-32929,CIF Teslim,Kolay Açılır,60 adet/koli,"Teneke 0,22mm",Paletli,
100112,2023-01-24,SIP23000061,2,M00007,120.01.0012,576,310.5108,576,0,Bahar Ö.,YURT_ICI,1,18.8,SK04,KA5,9513.5224,KAPALI,2023,1,4,OD04,90 Gün Vadeli,0,90,0,9513.5224,1,2,PO-52612,Antrepo,Kolay Açılır,48 adet/koli,"Teneke 0,22mm",Dökme,
100113,2023-01-25,SIP23000062,1,M00007,120.01.0001,9600,314.3431,9600,0,Elif S.,YURT_DISI,1,18.8,SK04,KA5,160515.6255,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,160515.6255,0,10,PO-66345,CIF Teslim,Kolay Açılır,48 adet/koli,"Teneke 0,20mm",Paletli,Numune onaylı
100114,2023-01-25,SIP23000062,2,M00007,120.01.0001,288,258.0743,288,0,Elif S.,YURT_DISI,1,18.8,SK04,KA5,3953.4786,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,3953.4786,1,10,PO-31974,Fabrika Teslim,Kolay Açılır,48 adet/koli,"Teneke 0,18mm",Paletli,Numune onaylı
100115,2023-01-25,SIP23000063,1,M00001,120.01.0002,12000,207.8471,12000,0,Cem A.,YURT_ICI,1,18.8,SK12,KA2,132668.3617,KAPALI,2023,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,66334.1809,66334.1809,1,6,PO-26281,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Paletli,Numune onaylı
100116,2023-01-25,SIP23000064,1,M00002,120.01.0032,3000,324.1595,3000,0,Selim K.,YURT_ICI,1,18.8,SK11,KA5,51727.5798,KAPALI,2023,1,4,OD04,90 Gün Vadeli,0,90,0,51727.5798,1,1,PO-44905,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Paletli,Acil
100117,2023-01-25,SIP23000065,1,M00005,120.01.0130,3840,141.6487,3840,0,Nurhan T.,YURT_ICI,1,18.8,SK04,KA3,28932.5004,KAPALI,2023,1,4,OD01,Peşin,1,0,28932.5004,0,1,1,PO-86808,Müşteri Deposu,Vidalı Kapak,48 adet/koli,"Teneke 0,18mm",Paletli,Acil
100118,2023-01-25,SIP23000066,1,M00001,120.01.0025,5000,189.9625,4096.07,903.93,Elif S.,YURT_DISI,1,18.8,SK12,KA2,50521.9415,ACIK,2023,1,4,OD08,Akreditif,0.2,75,10104.3883,40417.5532,1,1,PO-56537,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,
100119,2023-01-26,SIP23000067,1,M00003,120.01.0015,1440,141.2563,1440,0,Selim K.,YURT_ICI,1,18.8,SK01,KA6,10819.6315,KAPALI,2023,1,4,OD01,Peşin,1,0,10819.6315,0,1,3,PO-28504,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Krom 0,25mm",Dökme,
100120,2023-01-26,STK23000011,1,M00001,120.01.0001,8000,170.855,8000,0,Elif S.,YURT_DISI,1,18.8,SK12,KA2,72704.2553,KAPALI,2023,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,36352.1277,36352.1277,1,11,PO-28635,CIF Teslim,Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Paletli,
100121,2023-01-26,STK23000011,2,M00004,120.01.0001,576,354.4422,576,0,Elif S.,YURT_DISI,1,18.8,SK01,KA6,10859.5057,KAPALI,2023,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,5429.7528,5429.7528,1,11,PO-98807,CIF Teslim,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Dökme,
100122,2023-01-26,STK23000011,3,M00003,120.01.0001,960,146.2389,960,0,Elif S.,YURT_DISI,1,18.8,SK01,KA6,7467.5183,KAPALI,2023,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,3733.7591,3733.7591,1,11,PO-67463,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Krom 0,25mm",Kolili,
100123,2023-01-26,SIP23000068,1,M00007,120.01.0001,5760,309.358,5760,0,Elif S.,YURT_DISI,1,18.8,SK04,KA5,94782.0255,KAPALI,2023,1,4,OD06,%50 Peşin + 45 Gün,0.5,45,47391.0128,47391.0128,1,12,PO-58405,Fabrika Teslim,Kolay Açılır,48 adet/koli,"Krom 0,25mm",Dökme,Acil
100124,2023-01-27,SIP23000069,1,M00095,120.01.0006,360,326.2721,360,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA1,6247.7636,KAPALI,2023,1,4,OD04,90 Gün Vadeli,0,90,0,6247.7636,1,2,PO-98988,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Teneke 0,20mm",Paletli,
100125,2023-01-27,SIP23000070,1,M00004,120.01.0001,288,320.9364,288,0,Elif S.,YURT_DISI,1,18.8,SK01,KA6,4916.4725,KAPALI,2023,1,4,OD02,30 Gün Vadeli,0,30,0,4916.4725,1,13,PO-36651,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Teneke 0,18mm",Paletli,
100126,2023-01-27,SIP23000070,2,M00032,120.01.0001,2400,328.5044,2400,0,Elif S.,YURT_DISI,1,18.8,SK11,KA5,41936.7319,KAPALI,2023,1,4,OD02,30 Gün Vadeli,0,30,0,41936.7319,1,13,PO-70844,Liman Teslim (FOB),Vidalı Kapak,12 adet/koli,"Teneke 0,22mm",Kolili,Numune onaylı
100127,2023-01-27,SIP23000071,1,M00001,120.01.0101,600,207.2465,600,0,Deniz Y.,YURT_DISI,1,18.8,SK12,KA2,6614.25,KAPALI,2023,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,1984.275,4629.975,1,2,PO-56899,Fabrika Teslim,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Paletli,
100128,2023-01-27,SIP23000071,2,M00001,120.01.0101,600,217.2173,600,0,Deniz Y.,YURT_DISI,1,18.8,SK12,KA2,6932.467,KAPALI,2023,1,4,OD05,%30 Peşin + 60 Gün,0.3,60,2079.7401,4852.7269,0,2,PO-73497,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Paletli,
100129,2023-01-27,SIP23000072,1,M00001,120.01.0004,1200,205.2211,1200,0,Bahar Ö.,YURT_ICI,1,18.8,SK12,KA2,13099.2191,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,13099.2191,1,5,PO-10677,Antrepo,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,Acil
100130,2023-01-27,SIP23000072,2,M00003,120.01.0004,240,141.7909,240,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA6,1810.0966,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,1810.0966,1,5,PO-62973,Müşteri Deposu,Geçme Kapak,12 adet/koli,"Teneke 0,20mm",Paletli,
100131,2023-01-27,SIP23000073,1,M00002,120.01.0070,8000,293.1143,8000,0,Cem A.,YURT_ICI,1,18.8,SK11,KA5,124729.4894,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,124729.4894,1,1,PO-72695,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,
100132,2023-01-27,SIP23000073,2,M00010,120.01.0070,1800,210.6896,1800,0,Cem A.,YURT_ICI,1,18.8,SK01,KA3,20172.4085,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,20172.4085,1,1,PO-30977,Fabrika Teslim,Geçme Kapak,60 adet/koli,"Teneke 0,20mm",Kolili,Numune onaylı
100133,2023-01-27,SIP23000073,3,M00001,120.01.0070,1200,189.9699,1200,0,Cem A.,YURT_ICI,1,18.8,SK12,KA2,12125.7383,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,12125.7383,0,1,PO-58965,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,22mm",Kolili,
100134,2023-01-27,SIP23000073,4,M00015,120.01.0070,2400,304.5673,2400,0,Cem A.,YURT_ICI,1,18.8,SK01,KA3,38880.9319,KAPALI,2023,1,4,OD07,120 Gün Vadeli,0,120,0,38880.9319,1,1,PO-51142,Müşteri Deposu,Vidalı Kapak,12 adet/koli,"Teneke 0,18mm",Dökme,Acil
100135,2023-01-27,SIP23000074,1,M00329,120.01.0031,7200,277.1106,7200,0,Bahar Ö.,YURT_ICI,1,18.8,SK08,KA3,106127.4638,KAPALI,2023,1,4,OD02,30 Gün Vadeli,0,30,0,106127.4638,1,3,PO-52539,Fabrika Teslim,Vidalı Kapak,60 adet/koli,"Teneke 0,20mm",Kolili,
100136,2023-01-27,SIP23000074,2,M00010,120.01.0031,4800,239.6029,4612.74,187.26,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA3,61175.2085,ACIK,2023,1,4,OD02,30 Gün Vadeli,0,30,0,61175.2085,0,3,PO-17940,Müşteri Deposu,Geçme Kapak,60 adet/koli,"Teneke 0,18mm",Paletli,
100137,2023-01-30,STK23000012,1,M00001,120.01.0013,3000,182.9699,3000,0,Deniz Y.,YURT_DISI,1,18.8,SK12,KA2,29197.3245,KAPALI,2023,1,5,OD05,%30 Peşin + 60 Gün,0.3,60,8759.1973,20438.1271,0,3,PO-25585,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Paletli,Numune onaylı
100138,2023-01-30,SIP23000075,1,M00060,120.01.0008,480,87.042,480,0,Selim K.,YURT_ICI,1,18.8,SK01,KA2,2222.3489,KAPALI,2023,1,5,OD02,30 Gün Vadeli,0,30,0,2222.3489,0,4,PO-12430,CIF Teslim,Vidalı Kapak,24 adet/koli,"Krom 0,25mm",Dökme,
100139,2023-01-30,SIP23000076,1,M00038,120.01.0002,3000,302.6665,3000,0,Cem A.,YURT_ICI,1,18.8,SK01,KA2,48297.8457,KAPALI,2023,1,5,OD01,Peşin,1,0,48297.8457,0,1,7,PO-27162,Fabrika Teslim,Vidalı Kapak,60 adet/koli,"Teneke 0,18mm",Paletli,
100140,2023-01-30,SIP23000077,1,M00025,120.01.0021,720,139.9819,720,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA2,5361.0089,KAPALI,2023,1,5,OD07,120 Gün Vadeli,0,120,0,5361.0089,1,3,PO-75053,Liman Teslim (FOB),Kolay Açılır,24 adet/koli,"Teneke 0,22mm",Paletli,Numune onaylı
100141,2023-01-31,SIP23000078,1,M00001,120.01.0012,600,198.9316,600,0,Bahar Ö.,YURT_ICI,1,18.8,SK12,KA2,6348.8809,KAPALI,2023,1,5,OD08,Akreditif,0.2,75,1269.7762,5079.1047,0,3,PO-24798,Müşteri Deposu,Geçme Kapak,100 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
100142,2023-01-31,SIP23000079,1,M00002,120.01.0014,5000,282.7125,5000,0,Bahar Ö.,YURT_ICI,1,18.8,SK11,KA5,75189.4947,KAPALI,2023,1,5,OD04,90 Gün Vadeli,0,90,0,75189.4947,1,2,PO-44592,Liman Teslim (FOB),Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Dökme,
100143,2023-01-31,STKB23000005,1,M00041,120.01.0053,1440,195.4979,1440,0,Selim K.,YURT_ICI,1,18.8,SK01,KA1,14974.3072,KAPALI,2023,1,5,OD07,120 Gün Vadeli,0,120,0,14974.3072,1,1,PO-95585,Fabrika Teslim,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Dökme,Acil
100144,2023-01-31,STKB23000005,2,M00069,120.01.0053,144,199.3654,144,0,Selim K.,YURT_ICI,1,18.8,SK01,KA6,1527.0541,KAPALI,2023,1,5,OD07,120 Gün Vadeli,0,120,0,1527.0541,1,1,PO-52985,Fabrika Teslim,Vidalı Kapak,12 adet/koli,"Teneke 0,20mm",Dökme,Numune onaylı
100145,2023-01-31,SIP23000080,1,M00015,120.01.0006,240,300.6953,240,0,Bahar Ö.,YURT_ICI,1,18.8,SK01,KA3,3838.6634,KAPALI,2023,1,5,OD02,30 Gün Vadeli,0,30,0,3838.6634,1,3,PO-93871,Müşteri Deposu,Vidalı Kapak,12 adet/koli,"Teneke 0,18mm",Paletli,Acil
100146,2023-01-31,SIP23000080,2,M00002,120.01.0006,3000,270.5553,3000,0,Bahar Ö.,YURT_ICI,1,18.8,SK11,KA5,43173.7181,KAPALI,2023,1,5,OD02,30 Gün Vadeli,0,30,0,43173.7181,1,3,PO-67714,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Kolili,
100147,2023-02-01,STK23000013,1,M00006,120.01.0003,9600,361.1621,9600,0,Pelin R.,BASKILI,1,20.0167,SK08,KA4,173213.175,KAPALI,2023,2,5,OD03,60 Gün Vadeli,0,60,0,173213.175,1,4,PO-99727,Antrepo,Geçme Kapak,48 adet/koli,"Krom 0,25mm",Paletli,
100148,2023-02-01,STK23000014,1,M00130,120.01.0072,2400,402.4346,2400,0,Nurhan T.,YURT_ICI,1,20.0167,SK01,KA5,48251.8617,KAPALI,2023,2,5,OD03,60 Gün Vadeli,0,60,0,48251.8617,1,1,PO-94141,Antrepo,Vidalı Kapak,48 adet/koli,"Teneke 0,18mm",Dökme,Numune onaylı
100149,2023-02-01,STK23000014,2,M00067,120.01.0072,144,79.2471,144,0,Nurhan T.,YURT_ICI,1,20.0167,SK04,KA4,570.1031,KAPALI,2023,2,5,OD03,60 Gün Vadeli,0,60,0,570.1031,1,1,PO-88147,Müşteri Deposu,Vidalı Kapak,12 adet/koli,"Teneke 0,20mm",Dökme,Numune onaylı
100150,2023-02-01,SIP23000081,1,M00037,120.01.0015,960,169.4045,960,0,Selim K.,YURT_ICI,1,20.0167,SK01,KA3,8124.6319,KAPALI,2023,2,5,OD07,120 Gün Vadeli,0,120,0,8124.6319,1,4,PO-55064,Antrepo,Kapaksız,12 adet/koli,"Teneke 0,22mm",Dökme,Acil
100151,2023-02-02,SIP23000082,1,M00001,120.01.0007,2000,210.2327,2000,0,Deniz Y.,YURT_DISI,1,20.0167,SK12,KA2,21005.7302,KAPALI,2023,2,5,OD02,30 Gün Vadeli,0,30,0,21005.7302,1,4,PO-58317,CIF Teslim,Geçme Kapak,100 adet/koli,"Krom 0,25mm",Kolili,
100152,2023-02-02,SIP23000082,2,M00012,120.01.0007,576,127.7577,576,0,Deniz Y.,YURT_DISI,1,20.0167,SK01,KA1,3676.352,KAPALI,2023,2,5,OD02,30 Gün Vadeli,0,30,0,3676.352,0,4,PO-34070,Liman Teslim (FOB),Kapaksız,48 adet/koli,"Teneke 0,18mm",Kolili,Numune onaylı
100153,2023-02-02,STK23000015,1,M00001,120.01.0004,1200,221.7431,1200,0,Bahar Ö.,YURT_ICI,1,20.0167,SK12,KA2,13293.4859,KAPALI,2023,2,5,OD08,Akreditif,0.2,75,2658.6972,10634.7887,1,6,PO-83525,Antrepo,Geçme Kapak,100 adet/koli,"Teneke 0,20mm",Paletli,Numune onaylı
