STOK_KODU,STHAR_CARIKOD,FISNO,STHAR_TARIH,STHAR_GCMIK,STHAR_GCMIK2,STHAR_NF,STHAR_GCKOD,DOLAR_KURU,TUTAR_USD,YIL,AY,STHAR_SIPNUM,STRA_SIPKONT,SIP_INC,AY_BASLANGICI,SIPARIS_TEMSILCISI,TEMSILCI_GRUP
M00329,120.01.0031,FT23500161,2023-03-04,5760,120,256.2692,4,21.2333,69518.6613,2023,3,SIP23000076,1,100161,2023-03-01,Pelin R.,BASKILI
M00010,120.01.0031,FT23500162,2023-02-25,4612.74,76.88,271.6084,4,20.0167,62590.6833,2023,2,SIP23000076,2,100162,2023-02-01,Pelin R.,BASKILI
M00001,120.01.0013,FT23500163,2023-02-20,360,30,185.3319,4,20.0167,3333.191,2023,2,STK23000011,1,100163,2023-02-01,Bahar Ö.,YURT_ICI
M00060,120.01.0008,FT23500164,2023-02-20,2000,20,63.872,4,20.0167,6381.8711,2023,2,SIP23000077,1,100164,2023-02-01,Nurhan T.,YURT_ICI
M00038,120.01.0002,FT23500165,2023-03-01,600,50,55.9448,4,21.2333,1580.8603,2023,3,SIP23000078,1,100165,2023-03-01,Nurhan T.,YURT_ICI
M00025,120.01.0021,FT23500166,2023-02-19,3000,30,150.823,4,20.0167,22604.5752,2023,2,SIP23000079,1,100166,2023-02-01,Bahar Ö.,YURT_ICI
M00001,120.01.0012,FT23500167,2023-02-06,72,6,201.1505,4,20.0167,723.5376,2023,2,SIP23000080,1,100167,2023-02-01,Cem A.,YURT_ICI
M00002,120.01.0014,FT23500168,2023-03-07,2400,50,264.5064,4,21.2333,29897.1597,2023,3,SIP23000081,1,100168,2023-03-01,Kaan M.,BASKILI
M00041,120.01.0053,FT23500169,2023-02-09,360,30,129.4951,4,20.0167,2328.9671,2023,2,STKB23000007,1,100169,2023-02-01,Bahar Ö.,YURT_ICI
M00069,120.01.0053,FT23500170,2023-02-21,1200,12,265.3494,4,20.0167,15907.6811,2023,2,STKB23000007,2,100170,2023-02-01,Bahar Ö.,YURT_ICI
M00015,120.01.0006,FT23500171,2023-02-13,960,20,142.4566,4,20.0167,6832.2119,2023,2,SIP23000082,1,100171,2023-02-01,Selim K.,YURT_ICI
M00002,120.01.0006,FT23500172,2023-02-28,1440,30,254.4774,4,20.0167,18307.0864,2023,2,SIP23000082,2,100172,2023-02-01,Selim K.,YURT_ICI
M00006,120.01.0003,FT23500173,2023-02-09,20000,200,65.3336,4,20.0167,65279.092,2023,2,STK23000012,1,100173,2023-02-01,Bahar Ö.,YURT_ICI
M00130,120.01.0072,FT23500174,2023-02-28,5000,50,99.3246,4,20.0167,24810.4333,2023,2,STK23000013,1,100174,2023-02-01,Deniz Y.,YURT_DISI
M00067,120.01.0072,FT23500175,2023-03-04,1200,12,186.35,4,21.2333,10531.5707,2023,3,STK23000013,2,100175,2023-03-01,Deniz Y.,YURT_DISI
M00037,120.01.0015,FT23500176,2023-02-05,1920,80,204.5416,4,20.0167,19619.6112,2023,2,SIP23000083,1,100176,2023-02-01,Selim K.,YURT_ICI
M00001,120.01.0007,FT23500177,2023-02-14,240,20,204.9888,4,20.0167,2457.8133,2023,2,SIP23000084,1,100177,2023-02-01,Bahar Ö.,YURT_ICI
M00012,120.01.0007,FT23500178,2023-02-06,576,12,235.2297,4,20.0167,6768.9633,2023,2,SIP23000084,2,100178,2023-02-01,Bahar Ö.,YURT_ICI
M00001,120.01.0004,FT23500179,2023-03-15,144,12,214.7594,4,21.2333,1456.4554,2023,3,STK23000014,1,100179,2023-03-01,Nurhan T.,YURT_ICI
M00122,120.01.0005,FT23500180,2023-02-10,288,6,153.1687,4,20.0167,2203.7891,2023,2,SIP23000085,1,100180,2023-02-01,Elif S.,YURT_DISI
M00017,120.01.0018,FT23500181,2023-02-05,12000,120,197.0256,4,20.0167,118116.7325,2023,2,STK23000015,1,100181,2023-02-01,Elif S.,YURT_DISI
M00012,120.01.0002,FT23500182,2023-03-02,9600,200,276.8815,4,21.2333,125183.669,2023,3,SIP23000086,1,100182,2023-03-01,Nurhan T.,YURT_ICI
M00002,120.01.0002,FT23500183,2023-03-06,960,20,273.8921,4,21.2333,12383.2101,2023,3,SIP23000086,2,100183,2023-03-01,Nurhan T.,YURT_ICI
M00014,120.01.0002,FT23500184,2023-02-08,1701.88,17.02,59.852,4,20.0167,5088.7969,2023,2,SIP23000086,3,100184,2023-02-01,Nurhan T.,YURT_ICI
M00169,120.01.0032,FT23500185,2023-03-15,2000,20,179.6624,4,21.2333,16922.7016,2023,3,SIP23000087,1,100185,2023-03-01,Cem A.,YURT_ICI
M00036,120.01.0032,FT23500186,2023-03-16,1440,120,122.9506,4,21.2333,8338.2641,2023,3,SIP23000087,2,100186,2023-03-01,Cem A.,YURT_ICI
M00098,120.01.0004,FT23500187,2023-03-14,1123.87,46.83,150.911,4,21.2333,7987.6583,2023,3,SIP23000088,1,100187,2023-03-01,Nurhan T.,YURT_ICI
M00006,120.01.0092,FT23500188,2023-02-28,8000,80,61.7168,4,20.0167,24666.1238,2023,2,SIP23000089,1,100188,2023-02-01,Cem A.,YURT_ICI
M00002,120.01.0040,FT23500189,2023-02-12,3840,80,312.8887,4,20.0167,60024.5099,2023,2,SIP23000090,1,100189,2023-02-01,Selim K.,YURT_ICI
M00004,120.01.0006,FT23500190,2023-02-24,288,12,337.7811,4,20.0167,4859.9897,2023,2,SIP23000091,1,100190,2023-02-01,Selim K.,YURT_ICI
M00005,120.01.0006,FT23500191,2023-03-18,5760,120,291.9656,4,21.2333,79202.0956,2023,3,SIP23000091,2,100191,2023-03-01,Selim K.,YURT_ICI
M00008,120.01.0006,FT23500192,2023-03-04,2400,200,319.9066,4,21.2333,36159.0445,2023,3,SIP23000091,3,100192,2023-03-01,Selim K.,YURT_ICI
M00063,120.01.0027,FT23500193,2023-02-27,3523.46,146.81,345.0875,4,20.0167,60744.3786,2023,2,SIP23000092,1,100193,2023-02-01,Deniz Y.,YURT_DISI
M00079,120.01.0027,FT23500194,2023-02-12,5760,120,251.4246,4,20.0167,72349.8727,2023,2,SIP23000092,2,100194,2023-02-01,Deniz Y.,YURT_DISI
M00006,120.01.0027,FT23500195,2023-03-02,20000,200,66.764,4,21.2333,62886.127,2023,3,SIP23000092,3,100195,2023-03-01,Deniz Y.,YURT_DISI
M00025,120.01.0027,FT23500196,2023-03-03,12000,120,148.3077,4,21.2333,83816.1002,2023,3,SIP23000092,4,100196,2023-03-01,Deniz Y.,YURT_DISI
M00005,120.01.0029,FT23500197,2023-03-07,576,12,282.0401,4,21.2333,7650.9585,2023,3,SIP23000093,1,100197,2023-03-01,Kaan M.,BASKILI
M00010,120.01.0001,FT23500198,2023-03-10,720,12,251.9427,4,21.2333,8543.1254,2023,3,STK23000016,1,100198,2023-03-01,Bahar Ö.,YURT_ICI
M00003,120.01.0114,FT23500199,2023-02-21,360,6,140.4744,4,20.0167,2526.4296,2023,2,SIP23000094,1,100199,2023-02-01,Elif S.,YURT_DISI
M00025,120.01.0114,FT23500200,2023-02-18,2667.92,26.68,137.9652,4,20.0167,18388.6513,2023,2,SIP23000094,2,100200,2023-02-01,Elif S.,YURT_DISI
M00008,120.01.0007,FT23500201,2023-02-27,960,80,306.8948,4,20.0167,14718.6603,2023,2,SIP23000095,1,100201,2023-02-01,Bahar Ö.,YURT_ICI
M00009,120.01.0021,FT23500202,2023-02-06,1800,30,169.108,4,20.0167,15207.0221,2023,2,SIP23000096,1,100202,2023-02-01,Bahar Ö.,YURT_ICI
M00001,120.01.0004,FT23500203,2023-03-15,960,80,214.4869,4,21.2333,9697.3821,2023,3,STK23000017,1,100203,2023-03-01,Nurhan T.,YURT_ICI
M00182,120.01.0126,FT23500204,2023-02-08,5760,120,61.9569,4,20.0167,17828.7002,2023,2,SIP23000097,1,100204,2023-02-01,Nurhan T.,YURT_ICI
M00002,120.01.0001,FT23500205,2023-03-14,7501.67,156.28,298.344,4,21.2333,105404.164,2023,3,SIP23000098,1,100205,2023-03-01,Bahar Ö.,YURT_ICI
M00012,120.01.0001,FT23500206,2023-02-28,960,20,291.2689,4,20.0167,13969.2429,2023,2,SIP23000099,1,100206,2023-02-01,Bahar Ö.,YURT_ICI
M00026,120.01.0005,FT23500207,2023-03-01,1920,80,60.4163,4,21.2333,5463.0837,2023,3,SIP23000100,1,100207,2023-03-01,Elif S.,YURT_DISI
M00023,120.01.0004,FT23500208,2023-02-10,5760,120,92.6471,4,20.0167,26660.1036,2023,2,STK23000018,1,100208,2023-02-01,Nurhan T.,YURT_ICI
M00003,120.01.0122,FT23500209,2023-03-17,7200,120,142.0649,4,21.2333,48172.789,2023,3,SIP23000101,1,100209,2023-03-01,Bahar Ö.,YURT_ICI
M00003,120.01.0023,FT23500210,2023-03-04,4800,80,138.7097,4,21.2333,31356.7161,2023,3,SIP23000102,1,100210,2023-03-01,Cem A.,YURT_ICI
M00002,120.01.0023,FT23500211,2023-02-14,2400,50,326.2165,4,20.0167,39113.3204,2023,2,SIP23000102,2,100211,2023-02-01,Cem A.,YURT_ICI
M00051,120.01.0023,FT23500212,2023-03-15,12000,120,200.0814,4,21.2333,113076.008,2023,3,SIP23000102,3,100212,2023-03-01,Cem A.,YURT_ICI
M00044,120.01.0027,FT23500213,2023-02-24,1440,120,375.5889,4,20.0167,27019.8392,2023,2,STKB23000008,1,100213,2023-02-01,Deniz Y.,YURT_DISI
M00075,120.01.0006,FT23500214,2023-03-04,1920,80,92.6694,4,21.2333,8379.5382,2023,3,SIP23000103,1,100214,2023-03-01,Selim K.,YURT_ICI
M00001,120.01.0001,FT23500215,2023-03-23,360,30,198.0244,4,21.2333,3357.4048,2023,3,SIP23000104,1,100215,2023-03-01,Bahar Ö.,YURT_ICI
M00015,120.01.0001,FT23500216,2023-03-20,9600,200,158.7394,4,21.2333,71769.2605,2023,3,SIP23000104,2,100216,2023-03-01,Bahar Ö.,YURT_ICI
M00004,120.01.0001,FT23500217,2023-03-03,288,12,319.7774,4,21.2333,4337.3329,2023,3,SIP23000104,3,100217,2023-03-01,Bahar Ö.,YURT_ICI
M00158,120.01.0001,FT23500218,2023-03-22,18345.17,183.45,266.5909,4,21.2333,230329.5004,2023,3,SIP23000105,1,100218,2023-03-01,Bahar Ö.,YURT_ICI
M00002,120.01.0003,FT23500219,2023-03-02,5760,120,306.6744,4,21.2333,83192.1813,2023,3,SIP23000106,1,100219,2023-03-01,Bahar Ö.,YURT_ICI
M00042,120.01.0003,FT23500220,2023-03-07,1440,120,328.918,4,21.2333,22306.5619,2023,3,SIP23000106,2,100220,2023-03-01,Bahar Ö.,YURT_ICI
M00003,120.01.0016,FT23500221,2023-03-06,3000,50,125.2243,4,21.2333,17692.629,2023,3,SIP23000107,1,100221,2023-03-01,Selim K.,YURT_ICI
M00099,120.01.0126,FT23500222,2023-03-07,360,6,260.2244,4,21.2333,4411.9748,2023,3,STK23000019,1,100222,2023-03-01,Nurhan T.,YURT_ICI
M00027,120.01.0126,FT23500223,2023-02-11,960,20,133.7108,4,20.0167,6412.7637,2023,2,STK23000019,2,100223,2023-02-01,Nurhan T.,YURT_ICI
M00007,120.01.0022,FT23500224,2023-03-10,1800,30,147.5673,4,21.2333,12509.6495,2023,3,SIP23000108,1,100224,2023-03-01,Cem A.,YURT_ICI
M00017,120.01.0006,FT23500225,2023-03-25,2000,20,236.4465,4,21.2333,22271.2908,2023,3,SIP23000109,1,100225,2023-03-01,Selim K.,YURT_ICI
M00037,120.01.0006,FT23500226,2023-02-11,2880,120,219.8574,4,20.0167,31633.052,2023,2,SIP23000109,2,100226,2023-02-01,Selim K.,YURT_ICI
M00007,120.01.0006,FT23500227,2023-03-02,4800,80,148.4575,4,21.2333,33560.3039,2023,3,SIP23000109,3,100227,2023-03-01,Selim K.,YURT_ICI
M00046,120.01.0008,FT23500228,2023-02-26,720,12,116.7289,4,20.0167,4198.7345,2023,2,SIP23000110,1,100228,2023-02-01,Nurhan T.,YURT_ICI
M00008,120.01.0079,FT23500229,2023-03-21,240,20,324.5532,4,21.2333,3668.425,2023,3,SIP23000111,1,100229,2023-03-01,Kaan M.,BASKILI
M00029,120.01.0079,FT23500230,2023-02-18,2400,200,354.6546,4,20.0167,42523.0453,2023,2,SIP23000111,2,100230,2023-02-01,Kaan M.,BASKILI
M00004,120.01.0021,FT23500231,2023-03-10,144,6,301.4379,4,21.2333,2044.2916,2023,3,SIP23000112,1,100231,2023-03-01,Bahar Ö.,YURT_ICI
M00031,120.01.0021,FT23500232,2023-02-27,3000,50,90.453,4,20.0167,13556.6302,2023,2,SIP23000112,2,100232,2023-02-01,Bahar Ö.,YURT_ICI
M00024,120.01.0021,FT23500233,2023-03-14,1200,12,242.9931,4,21.2333,13732.7556,2023,3,SIP23000112,3,100233,2023-03-01,Bahar Ö.,YURT_ICI
M00018,120.01.0021,FT23500234,2023-03-20,360,6,124.8715,4,21.2333,2117.1339,2023,3,SIP23000112,4,100234,2023-03-01,Bahar Ö.,YURT_ICI
M00133,120.01.0008,FT23500235,2023-03-19,1200,50,257.7434,4,21.2333,14566.3689,2023,3,SIP23000113,1,100235,2023-03-01,Nurhan T.,YURT_ICI
M00002,120.01.0008,FT23500236,2023-03-07,2400,50,308.0023,4,21.2333,34813.5014,2023,3,SIP23000113,2,100236,2023-03-01,Nurhan T.,YURT_ICI
M00002,120.01.0064,FT23500237,2023-02-17,576,12,304.5035,4,20.0167,8762.3842,2023,2,SIP23000114,1,100237,2023-02-01,Nurhan T.,YURT_ICI
M00004,120.01.0053,FT23500238,2023-02-17,720,30,300.8704,4,20.0167,10822.2978,2023,2,STKB23000009,1,100238,2023-02-01,Bahar Ö.,YURT_ICI
M00005,120.01.0053,FT23500239,2023-02-22,1078.69,22.47,231.5945,4,20.0167,12480.5123,2023,2,STKB23000009,2,100239,2023-02-01,Bahar Ö.,YURT_ICI
M00003,120.01.0136,FT23500240,2023-02-19,720,12,130.746,4,20.0167,4702.9291,2023,2,SIP23000115,1,100240,2023-02-01,Selim K.,YURT_ICI
M00065,120.01.0136,FT23500241,2023-02-17,3000,30,145.8214,4,20.0167,21854.9611,2023,2,SIP23000115,2,100241,2023-02-01,Selim K.,YURT_ICI
M00001,120.01.0136,FT23500242,2023-02-27,600,50,198.3504,4,20.0167,5945.5475,2023,2,SIP23000115,3,100242,2023-02-01,Selim K.,YURT_ICI
M00002,120.01.0136,FT23500243,2023-02-23,2400,50,307.883,4,20.0167,36915.1359,2023,2,SIP23000115,4,100243,2023-02-01,Selim K.,YURT_ICI
M00019,120.01.0035,FT23500244,2023-03-14,720,30,238.1131,4,21.2333,8074.1774,2023,3,SIP23000116,1,100244,2023-03-01,Selim K.,YURT_ICI
M00003,120.01.0035,FT23500245,2023-03-17,12000,200,131.7215,4,21.2333,74442.4089,2023,3,SIP23000116,2,100245,2023-03-01,Selim K.,YURT_ICI
M00003,120.01.0002,FT23500246,2023-03-27,1800,30,135.9265,4,21.2333,11522.8297,2023,3,SIP23000117,1,100246,2023-03-01,Nurhan T.,YURT_ICI
M00002,120.01.0002,FT23500247,2023-03-23,2400,50,336.9146,4,21.2333,38081.4588,2023,3,SIP23000117,2,100247,2023-03-01,Nurhan T.,YURT_ICI
M00002,120.01.0002,FT23500248,2023-03-25,3840,80,320.9741,4,21.2333,58047.5265,2023,3,SIP23000117,3,100248,2023-03-01,Nurhan T.,YURT_ICI
M00005,120.01.0001,FT23500249,2023-03-25,5760,120,264.301,4,21.2333,71697.4639,2023,3,SIP23000118,1,100249,2023-03-01,Bahar Ö.,YURT_ICI
M00002,120.01.0001,FT23500250,2023-02-17,960,20,333.5667,4,20.0167,15997.8434,2023,2,SIP23000118,2,100250,2023-02-01,Bahar Ö.,YURT_ICI
M00182,120.01.0001,FT23500251,2023-03-17,960,20,60.7529,4,21.2333,2746.7602,2023,3,SIP23000118,3,100251,2023-03-01,Bahar Ö.,YURT_ICI
M00006,120.01.0001,FT23500252,2023-03-08,1200,12,64.3023,4,21.2333,3634.0446,2023,3,SIP23000118,4,100252,2023-03-01,Bahar Ö.,YURT_ICI
M00070,120.01.0001,FT23500253,2023-03-05,5760,120,111.8212,4,21.2333,30333.9618,2023,3,SIP23000118,5,100253,2023-03-01,Bahar Ö.,YURT_ICI
M00012,120.01.0011,FT23500254,2023-02-16,5760,120,253.634,4,20.0167,72985.649,2023,2,SIP23000119,1,100254,2023-02-01,Bahar Ö.,YURT_ICI
M00140,120.01.0006,FT23500255,2023-03-17,7200,120,169.0083,4,21.2333,57309.0269,2023,3,SIP23000120,1,100255,2023-03-01,Selim K.,YURT_ICI
M00003,120.01.0001,FT23500256,2023-03-16,7200,120,128.7888,4,21.2333,43670.996,2023,3,SIP23000121,1,100256,2023-03-01,Bahar Ö.,YURT_ICI
M00059,120.01.0001,FT23500257,2023-03-04,240,20,48.3488,4,21.2333,546.4865,2023,3,SIP23000121,2,100257,2023-03-01,Bahar Ö.,YURT_ICI
M00020,120.01.0001,FT23500258,2023-02-19,960,80,226.6176,4,20.0167,10868.5695,2023,2,SIP23000121,3,100258,2023-02-01,Bahar Ö.,YURT_ICI
M00003,120.01.0001,FT23500259,2023-03-21,360,6,122.4615,4,21.2333,2076.2736,2023,3,SIP23000121,4,100259,2023-03-01,Bahar Ö.,YURT_ICI
M00003,120.01.0003,FT23500260,2023-03-14,607.54,10.13,123.0554,4,21.2333,3520.9354,2023,3,SIP23000122,1,100260,2023-03-01,Bahar Ö.,YURT_ICI
M00002,120.01.0139,FT23500261,2023-03-07,3840,80,298.0319,4,21.2333,53898.4753,2023,3,SIP23000123,1,100261,2023-03-01,Bahar Ö.,YURT_ICI
M00100,120.01.0139,FT23500262,2023-02-24,9600,200,281.2082,4,20.0167,134867.3218,2023,2,SIP23000123,2,100262,2023-02-01,Bahar Ö.,YURT_ICI
M00003,120.01.0032,FT23500263,2023-03-05,1200,20,133.3077,4,21.2333,7533.885,2023,3,SIP23000124,1,100263,2023-03-01,Cem A.,YURT_ICI
M00001,120.01.0017,FT23500264,2023-03-28,960,80,230.4643,4,21.2333,10419.7524,2023,3,STKB23000010,1,100264,2023-03-01,Nurhan T.,YURT_ICI
M00001,120.01.0025,FT23500265,2023-03-03,960,80,202.7568,4,21.2333,9167.0408,2023,3,STK23000020,1,100265,2023-03-01,Bahar Ö.,YURT_ICI
M00025,120.01.0002,FT23500266,2023-03-30,1508.22,15.08,145.9003,4,21.2333,10363.4268,2023,3,SIP23000125,1,100266,2023-03-01,Nurhan T.,YURT_ICI
M00027,120.01.0035,FT23500267,2023-02-26,9600,200,157.362,4,20.0167,75470.7419,2023,2,SIP23000126,1,100267,2023-02-01,Selim K.,YURT_ICI
M00004,120.01.0001,FT23500268,2023-03-25,480,20,294.5333,4,21.2333,6658.2201,2023,3,SIP23000127,1,100268,2023-03-01,Bahar Ö.,YURT_ICI
M00012,120.01.0083,FT23500269,2023-03-24,2400,50,270.9885,4,21.2333,30629.8314,2023,3,SIP23000128,1,100269,2023-03-01,Selim K.,YURT_ICI
M00035,120.01.0003,FT23500270,2023-03-14,600,6,269.8275,4,21.2333,7624.6509,2023,3,SIP23000129,1,100270,2023-03-01,Bahar Ö.,YURT_ICI
M00001,120.01.0003,FT23500271,2023-03-26,240,20,190.5058,4,21.2333,2153.2871,2023,3,SIP23000129,2,100271,2023-03-01,Bahar Ö.,YURT_ICI
M00047,120.01.0003,FT23500272,2023-03-06,3840,80,147.8771,4,21.2333,26743.2789,2023,3,STKB23000011,1,100272,2023-03-01,Bahar Ö.,YURT_ICI
M00015,120.01.0013,FT23500273,2023-03-19,1440,30,184.5356,4,21.2333,12514.8358,2023,3,SIP23000130,1,100273,2023-03-01,Bahar Ö.,YURT_ICI
M00006,120.01.0013,FT23500274,2023-03-28,12000,120,76.8716,4,21.2333,43443.9866,2023,3,SIP23000130,2,100274,2023-03-01,Bahar Ö.,YURT_ICI
M00056,120.01.0043,FT23500275,2023-03-16,1920,80,324.9744,4,21.2333,29385.4864,2023,3,SIP23000131,1,100275,2023-03-01,Deniz Y.,YURT_DISI
M00060,120.01.0043,FT23500276,2023-02-27,14127.08,141.27,68.6957,4,20.0167,48482.9992,2023,2,SIP23000131,2,100276,2023-02-01,Deniz Y.,YURT_DISI
M00015,120.01.0002,FT23500277,2023-03-13,3840,80,161.4626,4,21.2333,29200.1895,2023,3,STKB23000012,1,100277,2023-03-01,Nurhan T.,YURT_ICI
M00170,120.01.0001,FT23500278,2023-03-13,181.47,15.12,49.661,4,21.2333,424.4268,2023,3,SIP23000132,1,100278,2023-03-01,Bahar Ö.,YURT_ICI
M00002,120.01.0001,FT23500279,2023-02-27,4285.31,89.28,329.5855,4,20.0167,70559.8844,2023,2,SIP23000133,1,100279,2023-02-01,Bahar Ö.,YURT_ICI
M00123,120.01.0120,FT23500280,2023-03-27,14829.24,148.29,28.7026,4,21.2333,20045.7651,2023,3,SIP23000134,1,100280,2023-03-01,Nurhan T.,YURT_ICI
M00010,120.01.0006,FT23500281,2023-02-19,2822.69,47.04,282.5465,4,20.0167,39843.7894,2023,2,SIP23000135,1,100281,2023-02-01,Selim K.,YURT_ICI
M00003,120.01.0001,FT23500282,2023-03-26,4800,80,147.7915,4,21.2333,33409.7479,2023,3,STK23000021,1,100282,2023-03-01,Bahar Ö.,YURT_ICI
M00001,120.01.0001,FT23500283,2023-02-24,240,20,232.9854,4,20.0167,2793.4922,2023,2,STK23000021,2,100283,2023-02-01,Bahar Ö.,YURT_ICI
M00002,120.01.0001,FT23500284,2023-03-30,288,6,320.7982,4,21.2333,4351.1786,2023,3,STK23000021,3,100284,2023-03-01,Bahar Ö.,YURT_ICI
M00001,120.01.0090,FT23500285,2023-03-26,960,80,202.5409,4,21.2333,9157.2796,2023,3,SIP23000136,1,100285,2023-03-01,Elif S.,YURT_DISI
M00002,120.01.0006,FT23500286,2023-03-24,960,20,290.6431,4,21.2333,13140.5564,2023,3,SIP23000137,1,100286,2023-03-01,Selim K.,YURT_ICI
M00005,120.01.0006,FT23500287,2023-03-31,5760,120,300.0845,4,21.2333,81404.5259,2023,3,SIP23000137,2,100287,2023-03-01,Selim K.,YURT_ICI
M00002,120.01.0001,FT23500288,2023-03-20,3840,80,327.0897,4,21.2333,59153.5206,2023,3,SIP23000138,1,100288,2023-03-01,Bahar Ö.,YURT_ICI
M00012,120.01.0001,FT23500289,2023-03-12,5760,120,247.6714,4,21.2333,67186.3188,2023,3,SIP23000139,1,100289,2023-03-01,Bahar Ö.,YURT_ICI
M00009,120.01.0110,FT23500290,2023-02-23,7200,120,166.7466,4,20.0167,59978.6938,2023,2,SIP23000140,1,100290,2023-02-01,Elif S.,YURT_DISI
M00086,120.01.0021,FT23500291,2023-02-24,999.05,20.81,198.1571,4,20.0167,9890.1842,2023,2,SIP23000141,1,100291,2023-02-01,Bahar Ö.,YURT_ICI
M00005,120.01.0092,FT23500292,2023-03-20,288,6,299.4715,4,21.2333,4061.9118,2023,3,SIP23000142,1,100292,2023-03-01,Cem A.,YURT_ICI
M00001,120.01.0006,FT23500293,2023-03-31,72,6,225.0426,4,21.2333,763.097,2023,3,STKB23000013,1,100293,2023-03-01,Selim K.,YURT_ICI
M00001,120.01.0002,FT23500294,2023-03-13,72,6,223.4931,4,21.2333,757.8428,2023,3,STKB23000014,1,100294,2023-03-01,Nurhan T.,YURT_ICI
M00137,120.01.0012,FT23500295,2023-03-09,12000,200,286.4682,4,21.2333,161897.51,2023,3,STK23000022,1,100295,2023-03-01,Cem A.,YURT_ICI
M00002,120.01.0004,FT23500296,2023-03-08,9600,200,267.1984,4,21.2333,120805.7457,2023,3,SIP23000143,1,100296,2023-03-01,Nurhan T.,YURT_ICI
M00001,120.01.0004,FT23500297,2023-03-09,600,50,215.966,4,21.2333,6102.6595,2023,3,SIP23000143,2,100297,2023-03-01,Nurhan T.,YURT_ICI
M00002,120.01.0004,FT23500298,2023-03-13,288,6,303.0438,4,21.2333,4110.3651,2023,3,STK23000023,1,100298,2023-03-01,Nurhan T.,YURT_ICI
M00028,120.01.0004,FT23500299,2023-03-05,1920,80,154.7118,4,21.2333,13989.6604,2023,3,STK23000023,2,100299,2023-03-01,Nurhan T.,YURT_ICI
M00071,120.01.0004,FT23500300,2023-03-13,3000,30,25.8963,4,21.2333,3658.8236,2023,3,STK23000023,3,100300,2023-03-01,Nurhan T.,YURT_ICI
M00239,120.01.0004,FT23500301,2023-02-24,1440,120,154.6543,4,20.0167,11125.8195,2023,2,STK23000023,4,100301,2023-02-01,Nurhan T.,YURT_ICI
M00008,120.01.0064,FT23500302,2023-03-16,1440,120,282.6435,4,21.2333,19168.3177,2023,3,STK23000024,1,100302,2023-03-01,Nurhan T.,YURT_ICI
M00039,120.01.0064,FT23500303,2023-02-27,2400,200,151.5585,4,20.0167,18171.8465,2023,2,STK23000025,1,100303,2023-02-01,Nurhan T.,YURT_ICI
M00171,120.01.0020,FT23500304,2023-04-03,7200,120,123.5383,4,22.45,39620.3011,2023,4,SIP23000144,1,100304,2023-04-01,Deniz Y.,YURT_DISI
M00039,120.01.0071,FT23500305,2023-03-22,144,12,174.0246,4,21.2333,1180.2001,2023,3,STK23000026,1,100305,2023-03-01,Kaan M.,BASKILI
M00104,120.01.0018,FT23500306,2023-04-06,720,12,145.669,4,22.45,4671.7898,2023,4,STK23000027,1,100306,2023-04-01,Elif S.,YURT_DISI
M00095,120.01.0059,FT23500307,2023-03-26,20000,200,46.7061,4,21.2333,43993.2559,2023,3,STK23000028,1,100307,2023-03-01,Deniz Y.,YURT_DISI
M00002,120.01.0059,FT23500308,2023-04-06,1440,30,267.1196,4,22.45,17133.7294,2023,4,STK23000028,2,100308,2023-04-01,Deniz Y.,YURT_DISI
M00201,120.01.0004,FT23500309,2023-03-01,720,12,270.6845,4,21.2333,9178.6411,2023,3,SIP23000145,1,100309,2023-03-01,Nurhan T.,YURT_ICI
M00035,120.01.0004,FT23500310,2023-03-31,1200,12,294.3861,4,21.2333,16637.2311,2023,3,SIP23000145,2,100310,2023-03-01,Nurhan T.,YURT_ICI
M00021,120.01.0013,FT23500311,2023-03-12,2880,120,414.9668,4,21.2333,56284.4393,2023,3,SIP23000146,1,100311,2023-03-01,Bahar Ö.,YURT_ICI
M00003,120.01.0013,FT23500312,2023-03-07,720,12,140.4206,4,21.2333,4761.5223,2023,3,SIP23000146,2,100312,2023-03-01,Bahar Ö.,YURT_ICI
M00010,120.01.0051,FT23500313,2023-03-27,1200,20,297.8062,4,21.2333,16830.5181,2023,3,STKB23000015,1,100313,2023-03-01,Bahar Ö.,YURT_ICI
M00001,120.01.0051,FT23500314,2023-04-01,960,80,206.7359,4,22.45,8840.377,2023,4,STKB23000015,2,100314,2023-04-01,Bahar Ö.,YURT_ICI
M00007,120.01.0051,FT23500315,2023-04-07,720,12,157.1284,4,22.45,5039.3073,2023,4,STKB23000015,3,100315,2023-04-01,Bahar Ö.,YURT_ICI
M00004,120.01.0003,FT23500316,2023-04-05,480,20,378.8066,4,22.45,8099.2057,2023,4,SIP23000147,1,100316,2023-04-01,Bahar Ö.,YURT_ICI
M00007,120.01.0003,FT23500317,2023-02-26,360,6,151.4389,4,20.0167,2723.626,2023,2,SIP23000148,1,100317,2023-02-01,Bahar Ö.,YURT_ICI
M00006,120.01.0003,FT23500318,2023-03-03,600,6,78.5047,4,21.2333,2218.3467,2023,3,SIP23000148,2,100318,2023-03-01,Bahar Ö.,YURT_ICI
M00001,120.01.0003,FT23500319,2023-03-23,2400,200,232.715,4,21.2333,26303.7776,2023,3,SIP23000148,3,100319,2023-03-01,Bahar Ö.,YURT_ICI
M00001,120.01.0071,FT23500320,2023-03-04,144,12,210.4033,4,21.2333,1426.9132,2023,3,SIP23000149,1,100320,2023-03-01,Kaan M.,BASKILI
