TAKIPNO,ISEMRINO,STOK_KODU,SIPARIS_NO,SIPKONT,REFISEMRINO,TESLIM_TARIHI,KAPATILDI,OPKODU,MAKINE_ID,MAKINE_KODU,VERIMLILIK,VERIMTAKIP,ISTKODU,ISTISIM,STHAR_CARIKOD,MAMUL,STOK_ADI,KOD_1,KOD_4,PARCA,KALIP,YIL,HAFTA,URETIM,FIRE,GERC_ARIZA,GERC_HATBOS,GERC_ISLEM,GERC_HAZIRLIK,TEO_ISLEM,TEO_HAZIRLIK_TAKIPSIZ,TEO_HAZIRLIK_TAKIPLI,DURUM_ADI,FIREORANI_MINFIRE,FIREORANI_URETIM
900073,IE26900073,M00003,STK25000796,1,RF900073,2026-02-02,E,OP01,25,KSM-02,0.8032,H,KSM,KESIM,120.01.0021,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,1,70,3,19,0,0.7,100.1,0.5,80.1,95.1,TAMAMLANDI,0.0377,0.0397
900074,IE26900074,M00003,STK25000796,1,RF900074,2026-02-10,E,OP02,23,PRS-23,0.9854,E,PRS,PRES,120.01.0021,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,1,74,2,25.5,8.4,0.3,33.9,0.3,27.1,32.2,TAMAMLANDI,0.0179,0.025
900075,IE26900075,M00003,STK25000796,1,RF900075,2026-01-09,E,OP03,39,MNT-07,0.7781,E,MNT,MONTAJ,120.01.0021,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2026,2,68,4,0,30.1,0.4,44.4,0.3,35.5,42.2,TAMAMLANDI,0.0327,0.053
900076,IE26900076,M00002,SIP26006390,2,RF900076,2026-07-03,E,OP01,25,KSM-02,0.9484,H,KSM,KESIM,120.01.0022,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,25,20156,496,27.5,25.3,65.8,63.3,56,50.6,60.1,TAMAMLANDI,0.02,0.024
900077,IE26900077,M00002,SIP26006390,2,RF900077,2026-07-28,E,OP02,31,MTB-02,0.6089,H,MTB,MATBAA,120.01.0022,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,25,20729,383,7.6,3.9,72.6,41.6,69.9,33.3,39.5,TAMAMLANDI,0.0124,0.0182
900078,IE26900078,M00002,SIP26006390,2,RF900078,2026-07-15,E,OP03,43,MNT-11,0.7602,E,MNT,MONTAJ,120.01.0022,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2026,25,20184,265,0,0,77.6,123.1,70.5,98.5,116.9,TAMAMLANDI,0.0101,0.0129
900083,IE25900083,M00002,SIP25005003,2,RF900083,2025-12-08,E,OP01,24,KSM-01,0.6456,H,KSM,KESIM,120.01.0020,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,48,3009,109,14.9,28.2,22.9,123.6,22.8,98.9,117.4,TAMAMLANDI,0.0347,0.0351
900084,IE25900084,M00002,SIP25005003,2,RF900084,2025-12-18,E,OP02,30,MTB-01,0.9086,H,MTB,MATBAA,120.01.0020,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,48,3047,2,0,0,18.2,87.8,14,70.2,83.4,TAMAMLANDI,0.0004,0.0006
900085,IE25900085,M00002,SIP25005003,2,RF900085,2025-12-17,E,OP03,40,MNT-08,0.8026,E,MNT,MONTAJ,120.01.0020,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,49,2968,74,0,9.2,13.9,91.1,12.7,72.9,86.5,TAMAMLANDI,0.0225,0.0243
900086,IE25900086,M00012,SIP25005311,1,RF900086,2025-12-13,E,OP01,29,KSM-06,0.6253,H,KSM,KESIM,120.01.0087,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,205-050,2025,49,576,11,21.2,19.5,3.6,42.3,3.2,33.8,40.2,TAMAMLANDI,0.0144,0.0186
900087,IE25900087,M00012,SIP25005311,1,RF900087,2026-01-02,E,OP02,46,DJT-02,0.5977,H,DJT,DIJITAL,120.01.0087,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,205-050,2025,49,586,18,32.2,13.6,3.2,53.6,2.4,42.9,50.9,TAMAMLANDI,0.0266,0.0303
900088,IE25900088,M00012,SIP25005311,1,RF900088,2025-12-17,E,OP03,12,PRS-12,1.013,E,PRS,PRES,120.01.0087,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,205-050,2025,49,572,21,0,0,5.9,112.4,5,89.9,106.8,TAMAMLANDI,0.0267,0.035
900089,IE25900089,M00012,SIP25005311,1,RF900089,2026-01-08,E,OP04,42,MNT-10,0.676,E,MNT,MONTAJ,120.01.0087,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,205-050,2025,49,583,2,51.1,7.6,2,48.5,1.7,38.8,46.1,TAMAMLANDI,0.0025,0.0034
900093,IE25900093,M00001,SIP25004365,2,RF900093,2025-09-17,E,OP01,26,KSM-03,1.0387,H,KSM,KESIM,120.01.0075,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,33,12075,203,0,13.7,65.5,115.1,50,92.1,109.3,TAMAMLANDI,0.01,0.0165
900094,IE25900094,M00001,SIP25004365,2,RF900094,2025-09-05,E,OP02,46,DJT-02,0.9154,H,DJT,DIJITAL,120.01.0075,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,33,11961,440,24.7,0,61.2,72.3,57.3,57.8,68.7,TAMAMLANDI,0.0225,0.0355
900095,IE25900095,M00001,SIP25004365,2,RF900095,2025-08-23,E,OP03,13,PRS-13,0.7316,E,PRS,PRES,120.01.0075,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,34,12571,83,16.6,0,99.8,67.6,90.4,54.1,64.2,TAMAMLANDI,0.0045,0.0066
900096,IE25900096,M00001,SIP25004365,2,RF900096,2025-09-25,H,OP04,35,MNT-03,0.9666,E,MNT,MONTAJ,120.01.0075,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,34,12200,480,38.3,13.6,62.2,115.3,62.3,92.2,109.5,TAMAMLANDI,0.0337,0.0378
900097,IE25900097,M00003,STK25000663,4,RF900097,2025-08-23,E,OP01,28,KSM-05,0.841,H,KSM,KESIM,120.01.0005,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,360,4,35.8,4.6,2.6,143.1,2.2,114.5,135.9,TAMAMLANDI,0.0112,0.0113
900098,IE25900098,M00003,STK25000663,4,RF900098,2025-09-08,E,OP02,31,MTB-02,0.5898,H,MTB,MATBAA,120.01.0005,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,370,9,0,0,2.1,78.3,1.7,62.6,74.4,TAMAMLANDI,0.021,0.0225
900099,IE25900099,M00003,STK25000663,4,RF900099,2025-08-22,E,OP03,4,PRS-04,0.7535,E,PRS,PRES,120.01.0005,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,372,8,0,0,1.5,126.1,1.4,100.9,119.8,TAMAMLANDI,0.0138,0.0219
900100,IE25900100,M00003,STK25000663,4,RF900100,2025-09-16,E,OP04,41,MNT-09,0.9791,E,MNT,MONTAJ,120.01.0005,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,SK01,B3,2 Parça,120-105,2025,33,357,17,19.9,28.7,1.7,73.6,1.5,58.9,69.9,TAMAMLANDI,0.0415,0.0454
900101,IE25900101,M00002,STK25000722,1,RF900101,2025-11-15,E,OP01,29,KSM-06,0.7699,H,KSM,KESIM,120.01.0024,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,43,1246,15,0,21.5,4.4,70.6,4.4,56.5,67.1,TAMAMLANDI,0.0072,0.0115
900102,IE25900102,M00002,STK25000722,1,RF900102,2025-11-02,E,OP02,17,PRS-17,0.7684,E,PRS,PRES,120.01.0024,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,43,1195,60,24.1,38.8,6.2,132.9,5.1,106.3,126.3,TAMAMLANDI,0.0436,0.0479
900103,IE25900103,M00002,STK25000722,1,RF900103,2025-11-14,E,OP03,36,MNT-04,1.0257,E,MNT,MONTAJ,120.01.0024,TEPSI 325-125 MAT LAK 3 PARÇA,TEPSI 325-125 MAT LAK 3 PARÇA,SK11,B4,3 Parça,325-125,2025,43,1157,48,8.3,23.1,4.6,77.2,4.3,61.8,73.3,TAMAMLANDI,0.0284,0.0403
900104,IE25900104,M00023,SIP25004075,1,RF900104,2025-07-12,E,OP01,24,KSM-01,0.7821,H,KSM,KESIM,120.01.0006,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,078-095,2025,26,612,12,0,26.3,2.5,104.9,2.6,83.9,99.7,TAMAMLANDI,0.0135,0.0205
900105,IE25900105,M00023,SIP25004075,1,RF900105,2025-07-21,E,OP02,30,MTB-01,0.6703,H,MTB,MATBAA,120.01.0006,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,078-095,2025,26,603,14,0,8.3,2,22.6,1.6,18.1,21.5,TAMAMLANDI,0.02,0.0218
900106,IE25900106,M00023,SIP25004075,1,RF900106,2025-07-12,E,OP03,11,PRS-11,0.6825,E,PRS,PRES,120.01.0006,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,078-095,2025,27,597,8,40.1,0,3.2,99.3,2.7,79.4,94.3,TAMAMLANDI,0.0098,0.0132
900107,IE25900107,M00023,SIP25004075,1,RF900107,2025-07-25,E,OP04,43,MNT-11,0.9539,E,MNT,MONTAJ,120.01.0006,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,SK01,B1,2 Parça,078-095,2025,27,606,7,20.6,1.2,2.2,83.3,2.2,66.6,79.1,TAMAMLANDI,0.0086,0.0114
900108,IE26900108,M00006,SIP25005364,1,RF900108,2026-02-04,H,OP01,28,KSM-05,0.8955,H,KSM,KESIM,120.01.0082,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,2,1486,16,35.6,0,5.2,132.8,5.1,106.2,126.2,TAMAMLANDI,0.009,0.0105
900109,IE26900109,M00006,SIP25005364,1,RF900109,2026-01-28,E,OP02,32,MTB-03,0.5732,H,MTB,MATBAA,120.01.0082,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,2,1482,15,9,15.8,9,18.9,7.5,15.1,18,TAMAMLANDI,0.0065,0.01
900110,IE26900110,M00006,SIP25005364,1,RF900110,2026-02-02,E,OP03,4,PRS-04,0.8009,E,PRS,PRES,120.01.0082,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,2,1501,7,76.6,30.6,15.3,55.4,12.3,44.3,52.6,TAMAMLANDI,0.0033,0.005
900111,IE26900111,M00006,SIP25005364,1,RF900111,2026-01-21,E,OP04,35,MNT-03,0.8079,E,MNT,MONTAJ,120.01.0082,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2026,2,1445,56,59.7,26.1,5,29.8,4.3,23.8,28.3,TAMAMLANDI,0.0359,0.0369
900112,IE26900112,M00005,SIP26005990,1,RF900112,2026-05-16,E,OP01,25,KSM-02,0.9419,H,KSM,KESIM,120.01.0001,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,17,583,3,42.8,14.2,3.6,54.3,3.7,43.4,51.6,TAMAMLANDI,0.0046,0.0053
900113,IE26900113,M00005,SIP26005990,1,RF900113,2026-05-14,E,OP02,3,PRS-03,1.08,E,PRS,PRES,120.01.0001,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,17,576,7,49.2,4.7,1.8,40.3,1.4,32.2,38.3,TAMAMLANDI,0.0066,0.0106
900114,IE26900114,M00005,SIP26005990,1,RF900114,2026-05-29,E,OP03,40,MNT-08,1.0207,E,MNT,MONTAJ,120.01.0001,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,SK04,B4,2 Parça,145-095,2026,17,584,9,0,24.8,3.9,42.6,3.9,34.1,40.5,TAMAMLANDI,0.0138,0.0149
900115,IE25900115,M00032,STK25000743,4,RF900115,2025-12-16,E,OP01,28,KSM-05,0.7174,H,KSM,KESIM,120.01.0034,TEPSI Ø068 VERNIKLI 3 PARÇA,TEPSI Ø068 VERNIKLI 3 PARÇA,SK11,B2,3 Parça,DIA-068,2025,46,1436,25,14.4,19.6,12.5,136.5,9.4,109.2,129.7,TAMAMLANDI,0.0106,0.0173
900116,IE25900116,M00032,STK25000743,4,RF900116,2025-12-16,E,OP02,31,MTB-02,1.0652,H,MTB,MATBAA,120.01.0034,TEPSI Ø068 VERNIKLI 3 PARÇA,TEPSI Ø068 VERNIKLI 3 PARÇA,SK11,B2,3 Parça,DIA-068,2025,47,1458,32,0,0,16.4,130.2,13.1,104.2,123.7,TAMAMLANDI,0.0179,0.0211
900117,IE25900117,M00032,STK25000743,4,RF900117,2025-12-24,E,OP03,34,MNT-02,1.0771,E,MNT,MONTAJ,120.01.0034,TEPSI Ø068 VERNIKLI 3 PARÇA,TEPSI Ø068 VERNIKLI 3 PARÇA,SK11,B2,3 Parça,DIA-068,2025,47,1481,11,23.8,14.4,9.1,23.3,7.6,18.6,22.1,TAMAMLANDI,0.0046,0.0076
900118,IE26900118,M00007,SIP26005736,1,RF900118,2026-03-30,E,OP01,24,KSM-01,0.5903,H,KSM,KESIM,120.01.0001,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,8,5849,85,13.1,27.7,81.3,27.1,78.2,21.7,25.7,TAMAMLANDI,0.0128,0.0143
900119,IE26900119,M00007,SIP26005736,1,RF900119,2026-03-25,O,OP02,9,PRS-09,0.7462,E,PRS,PRES,120.01.0001,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,8,5645,147,40.7,9.5,22.3,36.1,22.1,28.9,34.3,TAMAMLANDI,0.0226,0.0253
900120,IE26900120,M00007,SIP26005736,1,RF900120,2026-03-29,E,OP03,44,MNT-12,0.8838,E,MNT,MONTAJ,120.01.0001,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2026,9,5741,85,61.9,28.9,24.5,83.2,23.3,66.6,79,TAMAMLANDI,0.0123,0.0145
900121,IE25900121,M00001,SIP25004470,1,RF900121,2025-09-04,E,OP01,28,KSM-05,0.8824,H,KSM,KESIM,120.01.0007,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,31,20429,251,0,0,199.5,129.5,209,103.6,123,TAMAMLANDI,0.0091,0.0121
900122,IE25900122,M00001,SIP25004470,1,RF900122,2025-08-15,E,OP02,21,PRS-21,1.029,E,PRS,PRES,120.01.0007,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,31,20566,92,18.2,0,148,94.3,125.8,75.4,89.6,TAMAMLANDI,0.003,0.0044
900123,IE25900123,M00001,SIP25004470,1,RF900123,2025-09-01,E,OP03,42,MNT-10,1.1007,E,MNT,MONTAJ,120.01.0007,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,31,20349,609,134,10.3,95.4,47.3,73.2,37.8,44.9,TAMAMLANDI,0.0183,0.0291
900124,IE26900124,M00263,SIP25005407,2,RF900124,2026-01-29,E,OP01,29,KSM-06,0.735,H,KSM,KESIM,120.01.0012,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,SK04,B1,2 Parça,185-115,2026,3,9658,17,97.2,17.6,58,18.1,51.4,14.5,17.2,TAMAMLANDI,0.0012,0.0018
900125,IE26900125,M00263,SIP25005407,2,RF900125,2026-01-27,E,OP02,32,MTB-03,0.5707,H,MTB,MATBAA,120.01.0012,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,SK04,B1,2 Parça,185-115,2026,3,9936,226,124.7,0,35.6,122.8,34.2,98.2,116.7,TAMAMLANDI,0.0157,0.0222
900126,IE26900126,M00263,SIP25005407,2,RF900126,2026-02-16,H,OP03,36,MNT-04,0.7314,E,MNT,MONTAJ,120.01.0012,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,SK04,B1,2 Parça,185-115,2026,3,9884,6,0,24.1,34.2,63.9,35.8,51.1,60.7,TAMAMLANDI,0.0004,0.0005
900127,IE25900127,M00006,SIP25004727,1,RF900127,2025-10-23,E,OP01,26,KSM-03,0.6683,H,KSM,KESIM,120.01.0004,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,39,1414,52,29.2,12.4,7.5,77.8,6.5,62.2,73.9,TAMAMLANDI,0.0318,0.036
900128,IE25900128,M00006,SIP25004727,1,RF900128,2025-10-04,O,OP02,46,DJT-02,1.0496,H,DJT,DIJITAL,120.01.0004,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,39,1463,11,72.7,2.7,6.1,64.5,6.4,51.6,61.3,TAMAMLANDI,0.0075,0.0076
900129,IE25900129,M00006,SIP25004727,1,RF900129,2025-10-31,E,OP03,6,PRS-06,0.6682,E,PRS,PRES,120.01.0004,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,40,1517,2,94.2,10.1,7.9,53.6,7.1,42.9,50.9,TAMAMLANDI,0.0009,0.0013
900130,IE25900130,M00006,SIP25004727,1,RF900130,2025-11-03,E,OP04,37,MNT-05,0.5709,E,MNT,MONTAJ,120.01.0004,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,SK08,B3,3 Parça,175-205,2025,40,1448,35,26.5,0,5.5,117.1,4.2,93.7,111.2,TAMAMLANDI,0.0158,0.0238
900131,IE25900131,M00001,SIP25004030,1,RF900131,2025-07-26,E,OP01,28,KSM-05,0.6706,H,KSM,KESIM,120.01.0001,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,27,20167,547,19.3,2.2,314.6,54.4,303.2,43.5,51.7,TAMAMLANDI,0.0236,0.0264
900132,IE25900132,M00001,SIP25004030,1,RF900132,2025-07-17,E,OP02,23,PRS-23,1.0591,E,PRS,PRES,120.01.0001,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,27,19811,563,12.5,9.3,83.6,139.6,74,111.7,132.6,TAMAMLANDI,0.0266,0.0276
900133,IE25900133,M00001,SIP25004030,1,RF900133,2025-07-25,E,OP03,33,MNT-01,0.7825,E,MNT,MONTAJ,120.01.0001,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,28,20260,196,26.4,0,78.1,32.7,64.6,26.2,31.1,TAMAMLANDI,0.0078,0.0096
900134,IE25900134,M00007,STKB25000269,2,RF900134,2025-08-01,E,OP01,25,KSM-02,0.6936,H,KSM,KESIM,120.01.0069,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2025,30,289,7,0,0,1.9,108.1,1.5,86.5,102.7,TAMAMLANDI,0.017,0.0231
900135,IE25900135,M00007,STKB25000269,2,RF900135,2025-08-04,H,OP02,32,MTB-03,0.7707,H,MTB,MATBAA,120.01.0069,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2025,30,284,8,28.1,33,1,99.1,0.9,79.3,94.1,TAMAMLANDI,0.0216,0.0255
900136,IE25900136,M00007,STKB25000269,2,RF900136,2025-08-25,E,OP03,19,PRS-19,0.9433,E,PRS,PRES,120.01.0069,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2025,30,291,12,40.7,20,4.2,80.4,3.8,64.3,76.4,TAMAMLANDI,0.0378,0.0399
900137,IE25900137,M00007,STKB25000269,2,RF900137,2025-08-28,E,OP04,39,MNT-07,1.0536,E,MNT,MONTAJ,120.01.0069,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,SK04,B4,2 Parça,185-115,2025,30,299,6,23.8,14.7,2.5,110.4,2.6,88.3,104.9,TAMAMLANDI,0.0189,0.0212
900138,IE26900138,M00001,SIP26006034,3,RF900138,2026-05-16,E,OP01,29,KSM-06,0.9939,H,KSM,KESIM,120.01.0036,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,17,5052,30,0,0,19.2,81.6,17.3,65.3,77.5,TAMAMLANDI,0.005,0.006
900139,IE26900139,M00001,SIP26006034,3,RF900139,2026-05-21,E,OP02,9,PRS-09,1.1055,E,PRS,PRES,120.01.0036,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,17,5054,126,12.1,0,18,87.8,15.5,70.2,83.4,TAMAMLANDI,0.0205,0.0243
900140,IE26900140,M00001,SIP26006034,3,RF900140,2026-04-26,E,OP03,37,MNT-05,1.0515,E,MNT,MONTAJ,120.01.0036,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2026,17,5143,68,0,9.4,32.5,28.6,25.7,22.9,27.2,TAMAMLANDI,0.0122,0.013
900141,IE26900141,M00109,SIP26005684,3,RF900141,2026-03-11,E,OP01,24,KSM-01,0.8376,H,KSM,KESIM,120.01.0039,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,SK04,B3,3 Parça,145-095,2026,8,20768,209,23.2,17.7,184.2,132.6,163.5,106.1,126,TAMAMLANDI,0.0099,0.0099
900142,IE26900142,M00109,SIP26005684,3,RF900142,2026-03-05,E,OP02,31,MTB-02,0.5652,H,MTB,MATBAA,120.01.0039,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,SK04,B3,3 Parça,145-095,2026,8,20551,356,78.4,21.7,137.4,131.1,107.8,104.9,124.5,TAMAMLANDI,0.0103,0.017
900143,IE26900143,M00109,SIP26005684,3,RF900143,2026-03-03,E,OP03,47,MNT-13,1.0145,E,MNT,MONTAJ,120.01.0039,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,SK04,B3,3 Parça,145-095,2026,8,20651,294,113.6,11.3,127,121.8,123.1,97.4,115.7,TAMAMLANDI,0.0087,0.014
900144,IE25900144,M00001,SIP25004942,2,RF900144,2025-11-21,H,OP01,27,KSM-04,0.6297,H,KSM,KESIM,120.01.0008,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,46,20558,226,39.3,0,143.2,79,137.4,63.2,75,TAMAMLANDI,0.0088,0.0109
900145,IE25900145,M00001,SIP25004942,2,RF900145,2025-12-18,O,OP02,6,PRS-06,1.1186,E,PRS,PRES,120.01.0008,KAPAK 090-065 HAM TENEKE 2 PARÇA,KAPAK 090-065 HAM TENEKE 2 PARÇA,SK12,B3,2 Parça,090-065,2025,46,19665,1095,37.5,9.9,67.3,55.6,58.5,44.5,52.8,TAMAMLANDI,0.0396,0.0528
