INCKEYNO,TAKIP_ID,ISEMRINO,TARIH,YIL,HAFTA,BASLANGICTARIH,BITISTARIHSAAT,DEVAM_EDIYOR,URETILENMIKTAR,FIREMIKTAR,ACIKLAMA,BRUT_SURE,MOLA,NET_SURE,AKTIVITEKODU,AKTIVITE_ADI,ARIZAKODU,ARIZA_ADI,SURE_DAHIL,HAZIRLIK,ISLEM,ARIZA,HATBOS,STDSURE_ISLEM,KONFIGURASYON_ID,STANDARTHAZIRLIK,STANDARTMIKTAR,STANDARTSURE,ADDK
3000112,900051,IE26900051,2026-07-14,2026,29,2026-07-14 06:30:00,2026-07-14 08:46:00,0,0,0,,144.2,8.2,136,A01,HAZIRLIK,,,E,136,0,0,0,5.2,1011,122.4,1000,40.574,252.4
3000113,900051,IE26900051,2026-07-14,2026,29,2026-07-14 08:46:00,2026-07-14 08:52:06,0,1435,11,,6.5,0.4,6.1,A02,ISLEM,,,E,0,6.1,0,0,5.1,1011,122.4,1000,40.574,151.9
3000114,900052,IE26900052,2026-07-15,2026,29,2026-07-15 10:00:00,2026-07-15 10:59:48,0,0,0,,63.4,3.6,59.8,A01,HAZIRLIK,,,E,59.8,0,0,0,5.6,1012,53.8,1000,50.229,181.2
3000115,900052,IE26900052,2026-07-15,2026,29,2026-07-15 10:59:48,2026-07-15 11:05:30,0,1461,3,,6,0.3,5.7,A02,ISLEM,,,E,0,5.7,0,2.2,4.7,1012,53.8,1000,50.229,47.5
3000116,900053,IE26900053,2026-04-11,2026,15,2026-04-11 12:00:00,2026-04-11 13:54:24,0,0,0,,121.3,6.9,114.4,A01,HAZIRLIK,,,E,114.4,0,0,0,16.1,1013,103,1000,15.397,122.4
3000117,900053,IE26900053,2026-04-11,2026,15,2026-04-11 13:54:24,2026-04-11 14:13:36,0,3832,117,,20.4,1.2,19.2,A02,ISLEM,,,E,0,19.2,0,13.2,16.2,1013,103,1000,15.397,169.2
3000118,900053,IE26900053,2026-04-11,2026,15,2026-04-11 14:13:36,2026-04-11 14:45:42,0,0,0,Kalıp Değişimi,34,1.9,32.1,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,32.1,0,20.5,1013,103,1000,15.397,157.1
3000119,900054,IE26900054,2026-04-12,2026,15,2026-04-12 13:30:00,2026-04-12 14:22:00,0,0,0,,55.1,3.1,52,A01,HAZIRLIK,,,E,52,0,0,0,12.6,1014,46.8,1000,14.726,223.2
3000120,900054,IE26900054,2026-04-12,2026,15,2026-04-12 14:22:00,2026-04-12 14:34:54,0,3872,149,,13.7,0.8,12.9,A02,ISLEM,,,E,0,12.9,0,13.2,10.4,1014,46.8,1000,14.726,112.8
3000121,900054,IE26900054,2026-04-12,2026,15,2026-04-12 14:34:54,2026-04-12 15:02:54,0,0,0,Kalıp Değişimi,29.7,1.7,28,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,28,0,12.2,1014,46.8,1000,14.726,98.8
3000122,900055,IE26900055,2026-04-13,2026,16,2026-04-13 14:30:00,2026-04-13 15:27:18,0,0,0,,60.7,3.4,57.3,A01,HAZIRLIK,,,E,57.3,0,0,0,46.3,1015,51.6,1000,12.853,267.5
3000123,900055,IE26900055,2026-04-13,2026,16,2026-04-13 15:27:18,2026-04-13 16:23:54,0,3960,25,,60,3.4,56.6,A02,ISLEM,,,E,0,56.6,0,11.1,55.1,1015,51.6,1000,12.853,112.1
3000124,900055,IE26900055,2026-04-13,2026,16,2026-04-13 16:23:54,2026-04-13 16:29:00,0,0,0,Kalıp Değişimi,5.4,0.3,5.1,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,5.1,0,56,1015,51.6,1000,12.853,175
3000125,900056,IE26900056,2026-02-15,2026,7,2026-02-15 08:45:00,2026-02-15 09:44:06,0,0,0,,62.6,3.5,59.1,A01,HAZIRLIK,,,E,59.1,0,0,0,22.2,1016,53.2,1000,24.304,333.5
3000126,900056,IE26900056,2026-02-15,2026,7,2026-02-15 09:44:06,2026-02-15 10:04:18,0,2955,97,,21.4,1.2,20.2,A02,ISLEM,,,E,0,20.2,0,13.5,19.5,1016,53.2,1000,24.304,76.6
3000127,900056,IE26900056,2026-02-15,2026,7,2026-02-15 10:04:18,2026-02-15 11:26:54,0,0,0,Mekanik Arıza,87.6,5,82.6,A03,DURMA,AR03,Mekanik Arıza,H,0,0,82.6,0,17.7,1016,53.2,1000,24.304,141.7
3000128,900057,IE26900057,2026-02-16,2026,8,2026-02-16 13:15:00,2026-02-16 15:29:54,0,0,0,,143,8.1,134.9,A01,HAZIRLIK,,,E,134.9,0,0,0,22.5,1017,121.4,1000,18.196,88.2
3000129,900057,IE26900057,2026-02-16,2026,8,2026-02-16 15:29:54,2026-02-16 15:51:18,0,3079,85,,22.7,1.3,21.4,A02,ISLEM,,,E,0,21.4,0,10.4,21.7,1017,121.4,1000,18.196,155.2
3000130,900057,IE26900057,2026-02-16,2026,8,2026-02-16 15:51:18,2026-02-16 16:27:06,0,0,0,Elektrik Arızası,37.9,2.1,35.8,A03,DURMA,AR02,Elektrik Arızası,H,0,0,35.8,0,18.9,1017,121.4,1000,18.196,203.1
3000131,900058,IE26900058,2026-02-17,2026,8,2026-02-17 07:00:00,2026-02-17 08:35:54,0,0,0,,101.7,5.8,95.9,A01,HAZIRLIK,,,E,95.9,0,0,0,22.2,1018,86.3,1000,17.949,157.6
3000132,900058,IE26900058,2026-02-17,2026,8,2026-02-17 08:35:54,2026-02-17 08:57:30,0,3011,139,,22.9,1.3,21.6,A02,ISLEM,,,E,0,21.6,0,36.5,19.7,1018,86.3,1000,17.949,282.3
3000133,900059,IE26900059,2026-02-18,2026,8,2026-02-18 12:45:00,2026-02-18 14:30:30,0,0,0,,111.8,6.3,105.5,A01,HAZIRLIK,,,E,105.5,0,0,0,28.2,1019,95,1000,18.362,327.6
3000134,900059,IE26900059,2026-02-18,2026,8,2026-02-18 14:30:30,2026-02-18 14:59:00,0,2993,34,,30.2,1.7,28.5,A02,ISLEM,,,E,0,28.5,0,52.4,30.7,1019,95,1000,18.362,69.2
3000135,900059,IE26900059,2026-02-18,2026,8,2026-02-18 14:59:00,2026-02-18 15:39:30,0,0,0,Mekanik Arıza,42.9,2.4,40.5,A03,DURMA,AR03,Mekanik Arıza,H,0,0,40.5,0,28.8,1019,95,1000,18.362,332.2
3000136,900060,IE26900060,2026-04-13,2026,16,2026-04-13 18:00:00,2026-04-13 19:05:18,0,0,0,,69.2,3.9,65.3,A01,HAZIRLIK,,,E,65.3,0,0,0,19.6,1020,58.8,1000,24.506,90.5
3000137,900060,IE26900060,2026-04-13,2026,16,2026-04-13 19:05:18,2026-04-13 19:24:30,0,2437,58,,20.4,1.2,19.2,A02,ISLEM,,,E,0,19.2,0,19.3,17.5,1020,58.8,1000,24.506,232.4
3000138,900060,IE26900060,2026-04-13,2026,16,2026-04-13 19:24:30,2026-04-13 19:34:18,0,0,0,Elektrik Arızası,10.4,0.6,9.8,A03,DURMA,AR02,Elektrik Arızası,H,0,0,9.8,0,18.7,1020,58.8,1000,24.506,304.4
3000139,900061,IE26900061,2026-04-14,2026,16,2026-04-14 11:30:00,2026-04-14 13:03:24,0,0,0,,99,5.6,93.4,A01,HAZIRLIK,,,E,93.4,0,0,0,6.6,1021,84.1,1000,24.234,59
3000140,900061,IE26900061,2026-04-14,2026,16,2026-04-14 13:03:24,2026-04-14 13:11:36,0,2425,28,,8.7,0.5,8.2,A02,ISLEM,,,E,0,8.2,0,4.7,7.8,1021,84.1,1000,24.234,214.8
3000141,900062,IE26900062,2026-04-15,2026,16,2026-04-15 19:45:00,2026-04-15 20:39:36,0,0,0,,57.9,3.3,54.6,A01,HAZIRLIK,,,E,54.6,0,0,0,8.9,1022,49.1,1000,23.289,141.7
3000142,900062,IE26900062,2026-04-15,2026,16,2026-04-15 20:39:36,2026-04-15 20:48:06,0,2407,23,,9,0.5,8.5,A02,ISLEM,,,E,0,8.5,0,36.8,7.8,1022,49.1,1000,23.289,101
3000143,900062,IE26900062,2026-04-15,2026,16,2026-04-15 20:48:06,2026-04-15 21:58:48,0,0,0,Kalıp Değişimi,74.9,4.2,70.7,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,70.7,0,9,1022,49.1,1000,23.289,46.9
3000144,900063,IE25900063,2025-07-13,2025,28,2025-07-13 07:15:00,2025-07-13 08:15:48,0,0,0,,64.4,3.6,60.8,A01,HAZIRLIK,,,E,60.8,0,0,0,10.6,1023,54.7,1000,28.342,215.3
3000145,900063,IE25900063,2025-07-13,2025,28,2025-07-13 08:15:48,2025-07-13 08:26:48,0,1791,52,,11.7,0.7,11,A02,ISLEM,,,E,0,11,0,0,10.1,1023,54.7,1000,28.342,298.1
3000146,900063,IE25900063,2025-07-13,2025,28,2025-07-13 08:26:48,2025-07-13 08:35:24,0,0,0,Kalıp Değişimi,9.1,0.5,8.6,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,8.6,0,11.8,1023,54.7,1000,28.342,49
3000147,900064,IE25900064,2025-07-14,2025,29,2025-07-14 06:15:00,2025-07-14 07:28:48,0,0,0,,78.2,4.4,73.8,A01,HAZIRLIK,,,E,73.8,0,0,0,6.3,1024,66.4,1000,35.982,234.6
3000148,900064,IE25900064,2025-07-14,2025,29,2025-07-14 07:28:48,2025-07-14 07:34:48,0,1819,23,,6.4,0.4,6,A02,ISLEM,,,E,0,6,0,6.6,5.4,1024,66.4,1000,35.982,190.6
3000149,900065,IE25900065,2025-07-15,2025,29,2025-07-15 18:15:00,2025-07-15 19:26:18,0,0,0,,75.6,4.3,71.3,A01,HAZIRLIK,,,E,71.3,0,0,0,6.4,1025,64.2,1000,26.245,173.3
3000150,900065,IE25900065,2025-07-15,2025,29,2025-07-15 19:26:18,2025-07-15 19:32:48,0,1833,2,,6.9,0.4,6.5,A02,ISLEM,,,E,0,6.5,0,27,6,1025,64.2,1000,26.245,331.8
3000151,900065,IE25900065,2025-07-15,2025,29,2025-07-15 19:32:48,2025-07-15 19:41:54,0,0,0,Planlı Bakım,9.6,0.5,9.1,A03,DURMA,AR08,Planlı Bakım,H,0,0,9.1,0,6.9,1025,64.2,1000,26.245,195.4
3000152,900066,IE25900066,2025-07-22,2025,30,2025-07-22 15:30:00,2025-07-22 17:33:18,0,0,0,,130.7,7.4,123.3,A01,HAZIRLIK,,,E,123.3,0,0,0,11.6,1026,111,1000,22.544,248.5
3000153,900066,IE25900066,2025-07-22,2025,30,2025-07-22 17:33:18,2025-07-22 17:44:24,0,2991,38,,11.8,0.7,11.1,A02,ISLEM,,,E,0,11.1,0,7.6,10.9,1026,111,1000,22.544,338
3000154,900066,IE25900066,2025-07-22,2025,30,2025-07-22 17:44:24,2025-07-22 18:37:00,0,0,0,Ayar / Numune Onayı,55.8,3.2,52.6,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,52.6,0,9.2,1026,111,1000,22.544,46.9
3000155,900067,IE25900067,2025-07-23,2025,30,2025-07-23 11:00:00,2025-07-23 12:25:54,0,0,0,,91.1,5.2,85.9,A01,HAZIRLIK,,,E,85.9,0,0,0,25,1027,77.3,1000,25.207,114.4
3000156,900067,IE25900067,2025-07-23,2025,30,2025-07-23 12:25:54,2025-07-23 12:49:18,0,2995,30,,24.8,1.4,23.4,A02,ISLEM,,,E,0,23.4,0,40.1,22.4,1027,77.3,1000,25.207,52.6
3000157,900068,IE25900068,2025-07-24,2025,30,2025-07-24 13:45:00,2025-07-24 15:31:54,0,0,0,,113.3,6.4,106.9,A01,HAZIRLIK,,,E,106.9,0,0,0,10.7,1028,96.2,1000,17.872,57.3
3000158,900068,IE25900068,2025-07-24,2025,30,2025-07-24 15:31:54,2025-07-24 15:42:54,0,2940,67,,11.7,0.7,11,A02,ISLEM,,,E,0,11,0,0,9.6,1028,96.2,1000,17.872,100.4
3000159,900068,IE25900068,2025-07-24,2025,30,2025-07-24 15:42:54,2025-07-24 15:56:12,0,0,0,Ayar / Numune Onayı,14.1,0.8,13.3,A03,DURMA,AR05,Ayar / Numune Onayı,H,0,0,13.3,0,10.7,1028,96.2,1000,17.872,328.5
3000160,900069,IE25900069,2025-07-25,2025,30,2025-07-25 16:45:00,2025-07-25 17:19:06,0,0,0,,36.1,2,34.1,A01,HAZIRLIK,,,E,34.1,0,0,0,25.4,1029,30.7,1000,23.832,190.9
3000161,900069,IE25900069,2025-07-25,2025,30,2025-07-25 17:19:06,2025-07-25 17:42:54,0,3044,10,,25.2,1.4,23.8,A02,ISLEM,,,E,0,23.8,0,25.2,22.7,1029,30.7,1000,23.832,87.3
3000162,900069,IE25900069,2025-07-25,2025,30,2025-07-25 17:42:54,2025-07-25 19:12:36,0,0,0,Elektrik Arızası,95.1,5.4,89.7,A03,DURMA,AR02,Elektrik Arızası,H,0,0,89.7,0,21.9,1029,30.7,1000,23.832,45.1
3000163,900070,IE26900070,2026-06-17,2026,25,2026-06-17 09:15:00,2026-06-17 11:37:00,0,0,0,,150.5,8.5,142,A01,HAZIRLIK,,,E,142,0,0,0,20.6,1030,127.8,1000,10.68,263
3000164,900070,IE26900070,2026-06-17,2026,25,2026-06-17 11:37:00,2026-06-17 12:00:36,0,4967,138,,25,1.4,23.6,A02,ISLEM,,,E,0,23.6,0,19.1,21.9,1030,127.8,1000,10.68,96.8
3000165,900071,IE26900071,2026-06-18,2026,25,2026-06-18 10:45:00,2026-06-18 11:22:48,0,0,0,,40.1,2.3,37.8,A01,HAZIRLIK,,,E,37.8,0,0,0,58.2,1031,34,1000,9.824,58.4
3000166,900071,IE26900071,2026-06-18,2026,25,2026-06-18 11:22:48,2026-06-18 12:16:06,0,5162,15,,56.5,3.2,53.3,A02,ISLEM,,,E,0,53.3,0,0.4,45.3,1031,34,1000,9.824,268.5
3000167,900071,IE26900071,2026-06-18,2026,25,2026-06-18 12:16:06,2026-06-18 12:52:12,0,0,0,Mekanik Arıza,38.3,2.2,36.1,A03,DURMA,AR03,Mekanik Arıza,H,0,0,36.1,0,52,1031,34,1000,9.824,181.3
3000168,900072,IE26900072,2026-06-19,2026,25,2026-06-19 15:30:00,2026-06-19 16:29:42,0,0,0,,63.3,3.6,59.7,A01,HAZIRLIK,,,E,59.7,0,0,0,17.6,1032,53.7,1000,15.062,242.8
3000169,900072,IE26900072,2026-06-19,2026,25,2026-06-19 16:29:42,2026-06-19 16:47:42,0,4797,240,,19.1,1.1,18,A02,ISLEM,,,E,0,18,0,11.2,16.7,1032,53.7,1000,15.062,324.9
3000170,900072,IE26900072,2026-06-19,2026,25,2026-06-19 16:47:42,2026-06-19 16:55:06,0,0,0,Elektrik Arızası,7.8,0.4,7.4,A03,DURMA,AR02,Elektrik Arızası,H,0,0,7.4,0,19.1,1032,53.7,1000,15.062,269.8
3000171,900073,IE26900073,2026-01-03,2026,1,2026-01-03 15:00:00,2026-01-03 16:40:06,0,0,0,,106.1,6,100.1,A01,HAZIRLIK,,,E,100.1,0,0,0,0.6,1033,90.1,1000,121.032,74.1
3000172,900073,IE26900073,2026-01-03,2026,1,2026-01-03 16:40:06,2026-01-03 16:40:48,0,70,3,,0.7,0,0.7,A02,ISLEM,,,E,0,0.7,0,0,0.6,1033,90.1,1000,121.032,253.8
3000173,900073,IE26900073,2026-01-03,2026,1,2026-01-03 16:40:48,2026-01-03 16:59:48,0,0,0,Mekanik Arıza,20.1,1.1,19,A03,DURMA,AR03,Mekanik Arıza,H,0,0,19,0,0.7,1033,90.1,1000,121.032,150.3
3000174,900074,IE26900074,2026-01-04,2026,1,2026-01-04 13:15:00,2026-01-04 13:48:54,0,0,0,,35.9,2,33.9,A01,HAZIRLIK,,,E,33.9,0,0,0,0.3,1034,30.5,1000,122.466,215.2
3000175,900074,IE26900074,2026-01-04,2026,1,2026-01-04 13:48:54,2026-01-04 13:49:12,0,74,2,,0.3,0,0.3,A02,ISLEM,,,E,0,0.3,0,8.4,0.3,1034,30.5,1000,122.466,118.7
3000176,900074,IE26900074,2026-01-04,2026,1,2026-01-04 13:49:12,2026-01-04 14:14:42,0,0,0,Kalıp Değişimi,27,1.5,25.5,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,25.5,0,0.3,1034,30.5,1000,122.466,59.7
3000177,900075,IE26900075,2026-01-05,2026,2,2026-01-05 08:00:00,2026-01-05 08:44:24,0,0,0,,47.1,2.7,44.4,A01,HAZIRLIK,,,E,44.4,0,0,0,0.4,1035,40,1000,163.55,275.5
3000178,900075,IE26900075,2026-01-05,2026,2,2026-01-05 08:44:24,2026-01-05 08:44:48,0,68,4,,0.4,0,0.4,A02,ISLEM,,,E,0,0.4,0,30.1,0.3,1035,40,1000,163.55,134.3
3000179,900076,IE26900076,2026-06-18,2026,25,2026-06-18 19:00:00,2026-06-18 20:03:18,0,0,0,,67.1,3.8,63.3,A01,HAZIRLIK,,,E,63.3,0,0,0,65,1036,57,1000,2.67,54.8
3000180,900076,IE26900076,2026-06-18,2026,25,2026-06-18 20:03:18,2026-06-18 21:09:06,0,20156,496,,69.7,3.9,65.8,A02,ISLEM,,,E,0,65.8,0,25.3,55.6,1036,57,1000,2.67,260.2
3000181,900076,IE26900076,2026-06-18,2026,25,2026-06-18 21:09:06,2026-06-18 21:36:36,0,0,0,Malzeme Bekleme,29.1,1.6,27.5,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,27.5,0,55.7,1036,57,1000,2.67,319.1
3000182,900077,IE26900077,2026-06-19,2026,25,2026-06-19 12:45:00,2026-06-19 13:26:36,0,0,0,,44.1,2.5,41.6,A01,HAZIRLIK,,,E,41.6,0,0,0,65.3,1037,37.4,1000,3.619,325.6
3000183,900077,IE26900077,2026-06-19,2026,25,2026-06-19 13:26:36,2026-06-19 14:39:12,0,20729,383,,77,4.4,72.6,A02,ISLEM,,,E,0,72.6,0,3.9,79,1037,37.4,1000,3.619,200.3
3000184,900077,IE26900077,2026-06-19,2026,25,2026-06-19 14:39:12,2026-06-19 14:46:48,0,0,0,Malzeme Bekleme,8.1,0.5,7.6,A03,DURMA,AR06,Malzeme Bekleme,H,0,0,7.6,0,79.6,1037,37.4,1000,3.619,218.2
3000185,900078,IE26900078,2026-06-20,2026,25,2026-06-20 14:45:00,2026-06-20 16:48:06,0,0,0,,130.5,7.4,123.1,A01,HAZIRLIK,,,E,123.1,0,0,0,81.8,1038,110.8,1000,3.689,326.3
3000186,900078,IE26900078,2026-06-20,2026,25,2026-06-20 16:48:06,2026-06-20 18:05:42,0,20184,265,,82.3,4.7,77.6,A02,ISLEM,,,E,0,77.6,0,0,69,1038,110.8,1000,3.689,171.1
3000187,900083,IE25900083,2025-11-29,2025,48,2025-11-29 07:45:00,2025-11-29 09:48:36,0,0,0,,131,7.4,123.6,A01,HAZIRLIK,,,E,123.6,0,0,0,19.8,1003,111.2,1000,16.123,67.3
3000188,900083,IE25900083,2025-11-29,2025,48,2025-11-29 09:48:36,2025-11-29 10:11:30,0,3009,109,,24.3,1.4,22.9,A02,ISLEM,,,E,0,22.9,0,28.2,19.3,1003,111.2,1000,16.123,129.1
3000189,900083,IE25900083,2025-11-29,2025,48,2025-11-29 10:11:30,2025-11-29 10:26:24,0,0,0,Vardiya Devri,15.8,0.9,14.9,A03,DURMA,AR09,Vardiya Devri,H,0,0,14.9,0,18.4,1003,111.2,1000,16.123,325.3
3000190,900084,IE25900084,2025-11-30,2025,48,2025-11-30 08:30:00,2025-11-30 09:57:48,0,0,0,,93.1,5.3,87.8,A01,HAZIRLIK,,,E,87.8,0,0,0,16.6,1004,79,1000,21.178,97.6
3000191,900084,IE25900084,2025-11-30,2025,48,2025-11-30 09:57:48,2025-11-30 10:16:00,0,3047,2,,19.3,1.1,18.2,A02,ISLEM,,,E,0,18.2,0,0,16.9,1004,79,1000,21.178,91.2
3000192,900085,IE25900085,2025-12-01,2025,49,2025-12-01 06:45:00,2025-12-01 08:16:06,0,0,0,,96.6,5.5,91.1,A01,HAZIRLIK,,,E,91.1,0,0,0,13.2,1005,82,1000,20.128,292.7
3000193,900085,IE25900085,2025-12-01,2025,49,2025-12-01 08:16:06,2025-12-01 08:30:00,0,2968,74,,14.7,0.8,13.9,A02,ISLEM,,,E,0,13.9,0,9.2,12.9,1005,82,1000,20.128,171.9
3000194,900086,IE25900086,2025-12-04,2025,49,2025-12-04 06:00:00,2025-12-04 06:42:18,0,0,0,,44.8,2.5,42.3,A01,HAZIRLIK,,,E,42.3,0,0,0,3.2,1006,38.1,1000,82.835,314.5
3000195,900086,IE25900086,2025-12-04,2025,49,2025-12-04 06:42:18,2025-12-04 06:45:54,0,576,11,,3.8,0.2,3.6,A02,ISLEM,,,E,0,3.6,0,19.5,3.7,1006,38.1,1000,82.835,65.8
3000196,900086,IE25900086,2025-12-04,2025,49,2025-12-04 06:45:54,2025-12-04 07:07:06,0,0,0,Kalıp Değişimi,22.5,1.3,21.2,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,21.2,0,3.2,1006,38.1,1000,82.835,144.1
3000197,900087,IE25900087,2025-12-05,2025,49,2025-12-05 20:30:00,2025-12-05 21:23:36,0,0,0,,56.8,3.2,53.6,A01,HAZIRLIK,,,E,53.6,0,0,0,3.1,1007,48.2,1000,81.781,100.5
3000198,900087,IE25900087,2025-12-05,2025,49,2025-12-05 21:23:36,2025-12-05 21:26:48,0,586,18,,3.4,0.2,3.2,A02,ISLEM,,,E,0,3.2,0,13.6,2.9,1007,48.2,1000,81.781,145.8
3000199,900087,IE25900087,2025-12-05,2025,49,2025-12-05 21:26:48,2025-12-05 21:59:00,0,0,0,Kalıp Değişimi,34.1,1.9,32.2,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,32.2,0,3.5,1007,48.2,1000,81.781,230.9
3000200,900088,IE25900088,2025-12-06,2025,49,2025-12-06 10:45:00,2025-12-06 12:37:24,0,0,0,,119.1,6.7,112.4,A01,HAZIRLIK,,,E,112.4,0,0,0,5.5,1008,101.2,1000,120.392,281.1
3000201,900088,IE25900088,2025-12-06,2025,49,2025-12-06 12:37:24,2025-12-06 12:43:18,0,572,21,,6.3,0.4,5.9,A02,ISLEM,,,E,0,5.9,0,0,4.9,1008,101.2,1000,120.392,156.5
3000202,900089,IE25900089,2025-12-07,2025,49,2025-12-07 17:15:00,2025-12-07 18:03:30,0,0,0,,51.4,2.9,48.5,A01,HAZIRLIK,,,E,48.5,0,0,0,1.9,1009,43.6,1000,125.01,124.1
3000203,900089,IE25900089,2025-12-07,2025,49,2025-12-07 18:03:30,2025-12-07 18:05:30,0,583,2,,2.1,0.1,2,A02,ISLEM,,,E,0,2,0,7.6,1.9,1009,43.6,1000,125.01,189.8
3000204,900089,IE25900089,2025-12-07,2025,49,2025-12-07 18:05:30,2025-12-07 18:56:36,0,0,0,Kalıp Değişimi,54.2,3.1,51.1,A03,DURMA,AR01,Kalıp Değişimi,H,0,0,51.1,0,1.7,1009,43.6,1000,125.01,266
3000205,900093,IE25900093,2025-08-16,2025,33,2025-08-16 15:45:00,2025-08-16 17:40:06,0,0,0,,122,6.9,115.1,A01,HAZIRLIK,,,E,115.1,0,0,0,65.2,1013,103.6,1000,5.315,155.6
3000206,900093,IE25900093,2025-08-16,2025,33,2025-08-16 17:40:06,2025-08-16 18:45:36,0,12075,203,,69.4,3.9,65.5,A02,ISLEM,,,E,0,65.5,0,13.7,67.6,1013,103.6,1000,5.315,126.8
3000207,900094,IE25900094,2025-08-17,2025,33,2025-08-17 09:30:00,2025-08-17 10:42:18,0,0,0,,76.6,4.3,72.3,A01,HAZIRLIK,,,E,72.3,0,0,0,58.7,1014,65.1,1000,3.981,294.8
3000208,900094,IE25900094,2025-08-17,2025,33,2025-08-17 10:42:18,2025-08-17 11:43:30,0,11961,440,,64.9,3.7,61.2,A02,ISLEM,,,E,0,61.2,0,0,50,1014,65.1,1000,3.981,230
3000209,900094,IE25900094,2025-08-17,2025,33,2025-08-17 11:43:30,2025-08-17 12:08:12,0,0,0,Personel Yetersizliği,26.2,1.5,24.7,A03,DURMA,AR12,Personel Yetersizliği,H,0,0,24.7,0,63.1,1014,65.1,1000,3.981,241.7
3000210,900095,IE25900095,2025-08-18,2025,34,2025-08-18 15:30:00,2025-08-18 16:37:36,0,0,0,,71.7,4.1,67.6,A01,HAZIRLIK,,,E,67.6,0,0,0,81.5,1015,60.8,1000,5.077,326.5
3000211,900095,IE25900095,2025-08-18,2025,34,2025-08-18 16:37:36,2025-08-18 18:17:24,0,12571,83,,105.8,6,99.8,A02,ISLEM,,,E,0,99.8,0,0,81.3,1015,60.8,1000,5.077,318.1
3000212,900095,IE25900095,2025-08-18,2025,34,2025-08-18 18:17:24,2025-08-18 18:34:00,0,0,0,Personel Yetersizliği,17.6,1,16.6,A03,DURMA,AR12,Personel Yetersizliği,H,0,0,16.6,0,85.1,1015,60.8,1000,5.077,324.5
3000213,900096,IE25900096,2025-08-19,2025,34,2025-08-19 13:00:00,2025-08-19 14:55:18,0,0,0,,122.2,6.9,115.3,A01,HAZIRLIK,,,E,115.3,0,0,0,66.9,1016,103.8,1000,4.733,168.7
3000214,900096,IE25900096,2025-08-19,2025,34,2025-08-19 14:55:18,2025-08-19 15:57:30,0,12200,480,,65.9,3.7,62.2,A02,ISLEM,,,E,0,62.2,0,13.6,61.1,1016,103.8,1000,4.733,326.4
3000215,900096,IE25900096,2025-08-19,2025,34,2025-08-19 15:57:30,2025-08-19 16:35:48,0,0,0,Hidrolik Kaçak,40.6,2.3,38.3,A03,DURMA,AR04,Hidrolik Kaçak,H,0,0,38.3,0,55.5,1016,103.8,1000,4.733,137.8
3000216,900097,IE25900097,2025-08-14,2025,33,2025-08-14 11:45:00,2025-08-14 14:08:06,0,0,0,,151.7,8.6,143.1,A01,HAZIRLIK,,,E,143.1,0,0,0,2.2,1017,128.8,1000,154.8,97.7
3000217,900097,IE25900097,2025-08-14,2025,33,2025-08-14 14:08:06,2025-08-14 14:10:42,0,360,4,,2.8,0.2,2.6,A02,ISLEM,,,E,0,2.6,0,4.6,2.5,1017,128.8,1000,154.8,121.3
3000218,900097,IE25900097,2025-08-14,2025,33,2025-08-14 14:10:42,2025-08-14 14:46:30,0,0,0,Elektrik Arızası,37.9,2.1,35.8,A03,DURMA,AR02,Elektrik Arızası,H,0,0,35.8,0,2.4,1017,128.8,1000,154.8,78.3
3000219,900098,IE25900098,2025-08-15,2025,33,2025-08-15 18:45:00,2025-08-15 20:03:18,0,0,0,,83,4.7,78.3,A01,HAZIRLIK,,,E,78.3,0,0,0,1.8,1018,70.5,1000,141.419,172
3000220,900098,IE25900098,2025-08-15,2025,33,2025-08-15 20:03:18,2025-08-15 20:05:24,0,370,9,,2.2,0.1,2.1,A02,ISLEM,,,E,0,2.1,0,0,2.1,1018,70.5,1000,141.419,138.2
3000221,900099,IE25900099,2025-08-16,2025,33,2025-08-16 07:15:00,2025-08-16 09:21:06,0,0,0,,133.7,7.6,126.1,A01,HAZIRLIK,,,E,126.1,0,0,0,1.3,1019,113.5,1000,145.013,283.3
3000222,900099,IE25900099,2025-08-16,2025,33,2025-08-16 09:21:06,2025-08-16 09:22:36,0,372,8,,1.6,0.1,1.5,A02,ISLEM,,,E,0,1.5,0,0,1.3,1019,113.5,1000,145.013,290.1
3000223,900100,IE25900100,2025-08-17,2025,33,2025-08-17 11:00:00,2025-08-17 12:13:36,0,0,0,,78,4.4,73.6,A01,HAZIRLIK,,,E,73.6,0,0,0,1.5,1020,66.2,1000,139.474,197.6
3000224,900100,IE25900100,2025-08-17,2025,33,2025-08-17 12:13:36,2025-08-17 12:15:18,0,357,17,,1.8,0.1,1.7,A02,ISLEM,,,E,0,1.7,0,28.7,1.4,1020,66.2,1000,139.474,284.4
