INCKEYNO,TAKIP_ID,ISEMRINO,STOK_KODU,STOK_ADI,BASLANGICTARIH,BITISTARIHSAAT,SURE,ACIKLAMA,ARIZA_ADI,DEVAM_EDIYOR
4000139,900218,IE26900218,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-01-28 09:06:15,2026-01-28 09:57:21,51.1,Bakım çağrıldı,Hidrolik Kaçak,0
4000140,900219,IE26900219,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-21 22:25:48,2026-04-21 23:13:12,47.4,Yedek parça bekleniyor,Elektrik Arızası,0
4000141,900221,IE26900221,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-23 21:21:24,2026-04-23 21:53:00,31.6,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4000142,900222,IE25900222,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-08-12 19:20:18,2025-08-12 20:05:24,45.1,Kalıp söküldü,Sac Sıkışması,0
4000143,900223,IE25900223,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-08-13 15:09:27,2025-08-13 15:16:15,6.8,Yedek parça bekleniyor,Planlı Bakım,0
4000144,900232,IE25900232,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-12-21 21:26:12,2025-12-21 22:27:36,61.4,Kalıp söküldü,Malzeme Bekleme,0
4000145,900234,IE25900234,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-11-24 18:38:49,2025-11-24 19:05:37,26.8,,Kalıp Değişimi,0
4000146,900235,IE25900235,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-11-25 11:37:13,2025-11-25 12:12:49,35.6,Operatör müdahalesi,Kalıp Değişimi,0
4000147,900236,IE25900236,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-11-26 10:12:12,2025-11-26 10:30:18,18.1,,Elektrik Arızası,0
4000148,900237,IE26900237,M00013,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,2026-06-08 17:09:15,2026-06-08 17:49:39,40.4,Bakım çağrıldı,Vardiya Devri,0
4000149,900240,IE26900240,M00013,KOSELI SIVAMA KUTU 210-080 LITOGRAFI 3 PARÇA,2026-06-11 07:08:50,2026-06-11 07:42:44,33.9,Bakım çağrıldı,Elektrik Arızası,0
4000150,900241,IE26900241,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2026-06-12 16:16:03,2026-06-12 16:50:15,34.2,Kalıp söküldü,Kalıp Değişimi,0
4000151,900243,IE26900243,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2026-06-14 22:14:46,2026-06-14 23:46:40,91.9,Bakım çağrıldı,Ayar / Numune Onayı,0
4000152,900244,IE25900244,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-07-07 21:07:23,2025-07-07 21:50:59,43.6,Operatör müdahalesi,Kalıp Değişimi,0
4000153,900246,IE25900246,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-07-09 13:14:25,2025-07-09 13:36:25,22,Kalıp söküldü,Personel Yetersizliği,0
4000154,900247,IE25900247,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-07-10 12:21:02,2025-07-10 12:32:26,11.4,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4000155,900248,IE26900248,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2026-07-15 21:45:31,2026-07-15 22:21:25,35.9,Yedek parça bekleniyor,Kalıp Değişimi,0
4000156,900249,IE26900249,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2026-07-16 21:00:49,2026-07-16 21:51:19,50.5,,Vardiya Devri,0
4000157,900250,IE26900250,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2026-07-17 10:11:21,2026-07-17 11:06:15,54.9,Bakım çağrıldı,Hidrolik Kaçak,0
4000158,900252,IE26900252,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-01-06 22:41:51,2026-01-06 23:44:33,62.7,Yedek parça bekleniyor,Kalıp Değişimi,0
4000159,900253,IE26900253,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-01-07 11:07:10,2026-01-07 11:32:40,25.5,Kalıp söküldü,Kalıp Değişimi,0
4000160,900254,IE26900254,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-01-08 17:24:18,2026-01-08 17:51:06,26.8,Yedek parça bekleniyor,Vardiya Devri,0
4000161,900255,IE26900255,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-01-09 21:47:34,2026-01-09 21:57:34,10,Yedek parça bekleniyor,Personel Yetersizliği,0
4000162,900256,IE25900256,M00045,YUVARLAK KUTU Ø092 HAM TENEKE 3 PARÇA,2025-06-25 16:59:10,2025-06-25 18:27:10,88,Operatör müdahalesi,Mekanik Arıza,0
4000163,900258,IE25900258,M00045,YUVARLAK KUTU Ø092 HAM TENEKE 3 PARÇA,2025-06-27 08:40:04,2025-06-27 09:40:28,60.4,Kalıp söküldü,Mekanik Arıza,0
4000164,900259,IE25900259,M00045,YUVARLAK KUTU Ø092 HAM TENEKE 3 PARÇA,2025-06-28 08:24:52,2025-06-28 08:47:10,22.3,Bakım çağrıldı,Hidrolik Kaçak,0
4000165,900261,IE25900261,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,2025-11-01 12:53:23,2025-11-01 13:28:29,35.1,Kalıp söküldü,Ayar / Numune Onayı,0
4000166,900262,IE25900262,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,2025-11-02 15:36:34,2025-11-02 16:04:22,27.8,Bakım çağrıldı,Kalıp Değişimi,0
4000167,900263,IE25900263,M00021,KAPAK 090-065 MAT LAK 3 PARÇA,2025-11-03 17:26:30,2025-11-03 17:34:36,8.1,Bakım çağrıldı,Hidrolik Kaçak,0
4000168,900267,IE25900267,M00009,YUVARLAK KUTU 245-175 VERNIKLI 3 PARÇA,2025-11-28 11:16:46,2025-11-28 12:00:28,43.7,Bakım çağrıldı,Kalıp Değişimi,0
4000169,900268,IE25900268,M00048,YUVARLAK KUTU 295-165 VERNIKLI 3 PARÇA,2025-12-08 08:33:49,2025-12-08 09:17:13,43.4,Bakım çağrıldı,Vardiya Devri,0
4000170,900269,IE25900269,M00048,YUVARLAK KUTU 295-165 VERNIKLI 3 PARÇA,2025-12-09 21:05:43,2025-12-09 21:42:55,37.2,,Kalıp Değişimi,0
4000171,900270,IE25900270,M00048,YUVARLAK KUTU 295-165 VERNIKLI 3 PARÇA,2025-12-10 21:28:49,2025-12-10 21:48:13,19.4,Bakım çağrıldı,Enerji Kesintisi,0
4000172,900272,IE26900272,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-09 16:42:45,2026-03-09 17:14:03,31.3,Bakım çağrıldı,Elektrik Arızası,0
4000173,900274,IE26900274,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-11 18:28:16,2026-03-11 19:04:10,35.9,Yedek parça bekleniyor,Kalıp Değişimi,0
4000174,900275,IE26900275,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-12 08:41:56,2026-03-12 09:14:20,32.4,Yedek parça bekleniyor,Vardiya Devri,0
4000175,900277,IE26900277,M00120,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,2026-05-11 19:56:26,2026-05-11 20:56:32,60.1,Kalıp söküldü,Kalıp Değişimi,0
4000176,900278,IE26900278,M00120,ALTIGEN KUTU 125-085 LITOGRAFI 2 PARÇA,2026-05-12 19:12:30,2026-05-12 19:36:54,24.4,,Ayar / Numune Onayı,0
4000177,900279,IE25900279,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-13 09:24:12,2025-07-13 10:34:12,70,Operatör müdahalesi,Malzeme Bekleme,0
4000178,900280,IE25900280,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-14 21:01:22,2025-07-14 21:25:16,23.9,Yedek parça bekleniyor,Planlı Bakım,0
4000179,900281,IE25900281,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-15 11:24:43,2025-07-15 12:48:37,83.9,,Sac Sıkışması,0
4000180,900282,IE25900282,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2025-08-20 20:02:27,2025-08-20 20:16:51,14.4,,Kalıp Değişimi,0
4000181,900283,IE25900283,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,2025-08-21 21:30:57,2025-08-21 22:29:33,58.6,Yedek parça bekleniyor,Mekanik Arıza,0
4000182,900286,IE26900286,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-03-07 13:22:54,2026-03-07 14:26:30,63.6,Yedek parça bekleniyor,Kalıp Değişimi,0
4000183,900288,IE26900288,M00167,ALTIGEN KUTU 125-085 HAM TENEKE 2 PARÇA,2026-04-03 12:25:50,2026-04-03 13:27:50,62,Operatör müdahalesi,Hidrolik Kaçak,0
4000184,900289,IE26900289,M00167,ALTIGEN KUTU 125-085 HAM TENEKE 2 PARÇA,2026-04-04 13:09:01,2026-04-04 13:39:07,30.1,Kalıp söküldü,Personel Yetersizliği,0
4000185,900290,IE26900290,M00167,ALTIGEN KUTU 125-085 HAM TENEKE 2 PARÇA,2026-04-05 13:08:46,2026-04-05 13:39:52,31.1,,Kalıp Değişimi,0
4000186,900297,IE25900297,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-07-11 19:43:00,2025-07-11 20:27:12,44.2,Bakım çağrıldı,Kalıp Değişimi,0
4000187,900298,IE25900298,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-07-12 20:16:23,2025-07-12 20:28:41,12.3,Operatör müdahalesi,Kalıp Değişimi,0
4000188,900299,IE26900299,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-19 19:32:39,2026-03-19 20:10:39,38,,Mekanik Arıza,0
4000189,900300,IE26900300,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-20 13:33:31,2026-03-20 13:59:25,25.9,Bakım çağrıldı,Sac Sıkışması,0
4000190,900301,IE26900301,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-21 18:30:13,2026-03-21 19:22:19,52.1,,Kalıp Değişimi,0
4000191,900302,IE26900302,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-03-22 19:10:34,2026-03-22 19:36:46,26.2,,Mekanik Arıza,0
4000192,900304,IE25900304,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-07-25 09:19:25,2025-07-25 10:38:55,79.5,,Planlı Bakım,0
4000193,900305,IE25900305,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-07-26 20:55:48,2025-07-26 22:02:12,66.4,Operatör müdahalesi,Elektrik Arızası,0
4000194,900306,IE25900306,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2025-07-27 19:08:47,2025-07-27 19:39:59,31.2,Kalıp söküldü,Ayar / Numune Onayı,0
4000195,900312,IE26900312,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-06-21 15:43:17,2026-06-21 15:56:53,13.6,Operatör müdahalesi,Kalıp Değişimi,0
4000196,900314,IE26900314,M00008,YUVARLAK KUTU 210-255 HAM TENEKE 3 PARÇA,2026-06-23 14:20:41,2026-06-23 14:33:59,13.3,Operatör müdahalesi,Malzeme Bekleme,0
4000197,900315,IE25900315,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-12-22 13:16:03,2025-12-22 14:35:21,79.3,Yedek parça bekleniyor,Kalite Duruşu,0
4000198,900316,IE25900316,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-12-23 20:34:21,2025-12-23 21:51:33,77.2,Operatör müdahalesi,Mekanik Arıza,0
4000199,900317,IE25900317,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2025-12-24 20:04:18,2025-12-24 20:28:18,24,Yedek parça bekleniyor,Elektrik Arızası,0
4000200,900318,IE26900318,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-03-14 12:36:15,2026-03-14 12:52:15,16,,Ayar / Numune Onayı,0
4000201,900320,IE26900320,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-03-16 22:03:25,2026-03-16 22:22:55,19.5,,Personel Yetersizliği,0
4000202,900321,IE26900321,M00011,YUVARLAK KUTU 120-105 HAM TENEKE 3 PARÇA,2026-03-17 09:16:40,2026-03-17 10:01:40,45,,Ayar / Numune Onayı,0
4000203,900325,IE26900325,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-02-09 19:36:22,2026-02-09 20:20:34,44.2,,Kalıp Değişimi,0
4000204,900326,IE26900326,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-02-10 22:08:34,2026-02-10 23:00:22,51.8,Operatör müdahalesi,Kalıp Değişimi,0
4000205,900328,IE25900328,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-28 16:33:48,2025-07-28 17:21:12,47.4,Bakım çağrıldı,Personel Yetersizliği,0
4000206,900330,IE25900330,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-30 13:15:51,2025-07-30 13:57:15,41.4,,Sac Sıkışması,0
4000207,900331,IE25900331,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-07-31 22:02:42,2025-07-31 23:21:36,78.9,Yedek parça bekleniyor,Malzeme Bekleme,0
4000208,900335,IE26900335,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-01-31 19:18:29,2026-01-31 19:38:23,19.9,Yedek parça bekleniyor,Mekanik Arıza,0
4000209,900336,IE26900336,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-02-01 08:28:45,2026-02-01 08:59:33,30.8,Bakım çağrıldı,Hidrolik Kaçak,0
4000210,900337,IE26900337,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-02-02 15:45:37,2026-02-02 16:09:13,23.6,Operatör müdahalesi,Kalıp Değişimi,0
4000211,900338,IE26900338,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-02-03 22:29:38,2026-02-03 22:55:26,25.8,Kalıp söküldü,Kalıp Değişimi,0
4000212,900341,IE25900341,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,2025-12-04 21:45:45,2025-12-04 22:15:03,29.3,Operatör müdahalesi,Kalıp Değişimi,0
4000213,900342,IE26900342,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-01-20 13:56:55,2026-01-20 14:06:25,9.5,,Planlı Bakım,0
4000214,900343,IE26900343,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-01-21 17:32:09,2026-01-21 18:11:39,39.5,Yedek parça bekleniyor,Planlı Bakım,0
4000215,900344,IE26900344,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2026-01-22 12:11:50,2026-01-22 13:17:14,65.4,,Malzeme Bekleme,0
4000216,900345,IE26900345,M00308,KOSELI SIVAMA KUTU 210-080 HAM TENEKE 3 PARÇA,2026-06-20 20:40:25,2026-06-20 21:37:13,56.8,Operatör müdahalesi,Personel Yetersizliği,0
4000217,900346,IE26900346,M00308,KOSELI SIVAMA KUTU 210-080 HAM TENEKE 3 PARÇA,2026-06-21 20:40:15,2026-06-21 21:33:27,53.2,Yedek parça bekleniyor,Sac Sıkışması,0
4000218,900348,IE26900348,M00308,KOSELI SIVAMA KUTU 210-080 HAM TENEKE 3 PARÇA,2026-06-23 19:53:43,2026-06-23 20:29:31,35.8,Operatör müdahalesi,Hidrolik Kaçak,0
4000219,900350,IE26900350,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-06-17 10:44:40,2026-06-17 11:14:34,29.9,Bakım çağrıldı,Ayar / Numune Onayı,0
4000220,900352,IE26900352,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2026-06-19 17:19:02,2026-06-19 17:59:02,40,Operatör müdahalesi,Personel Yetersizliği,0
4000221,900353,IE26900353,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-06-17 14:28:06,2026-06-17 15:37:36,69.5,Kalıp söküldü,Mekanik Arıza,0
4000222,900354,IE26900354,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,2026-06-18 13:33:38,2026-06-18 14:44:26,70.8,Kalıp söküldü,Kalıp Değişimi,0
4000223,900357,IE25900357,M00053,SEKILLI KUTU 175-205 MAT LAK 3 PARÇA,2025-12-27 17:49:13,2025-12-27 18:46:13,57,Bakım çağrıldı,Mekanik Arıza,0
4000224,900359,IE26900359,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-07-18 11:31:39,2026-07-18 11:56:27,24.8,Kalıp söküldü,Malzeme Bekleme,0
4000225,900360,IE26900360,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-07-19 11:22:06,2026-07-19 12:03:06,41,Kalıp söküldü,Malzeme Bekleme,0
4000226,900361,IE26900361,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-07-20 22:11:21,2026-07-20 23:13:45,62.4,,Kalıp Değişimi,0
4000227,900362,IE25900362,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-12-01 11:07:24,2025-12-01 11:25:54,18.5,Operatör müdahalesi,Sac Sıkışması,0
4000228,900363,IE25900363,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-12-02 18:34:39,2025-12-02 19:24:21,49.7,Kalıp söküldü,Enerji Kesintisi,0
4000229,900366,IE26900366,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,2026-05-31 09:05:23,2026-05-31 09:40:23,35,Operatör müdahalesi,Sac Sıkışması,0
4000230,900368,IE26900368,M00018,SEKIZGEN KUTU 135-145 HAM TENEKE 2 PARÇA,2026-06-02 14:54:51,2026-06-02 15:00:21,5.5,Operatör müdahalesi,Planlı Bakım,0
4000231,900369,IE26900369,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2026-04-10 07:31:23,2026-04-10 08:27:53,56.5,,Elektrik Arızası,0
4000232,900370,IE26900370,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2026-04-11 20:41:49,2026-04-11 20:59:19,17.5,Yedek parça bekleniyor,Kalıp Değişimi,0
4000233,900371,IE26900371,M00049,YUVARLAK-SIVAMA KUTU 295-165 HAM TENEKE 2 PARÇA,2026-04-12 19:06:35,2026-04-12 19:50:29,43.9,Bakım çağrıldı,Mekanik Arıza,0
4000234,900372,IE26900372,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-15 20:29:52,2026-04-15 20:52:40,22.8,Kalıp söküldü,Ayar / Numune Onayı,0
4000235,900373,IE26900373,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-16 21:48:16,2026-04-16 22:17:10,28.9,Bakım çağrıldı,Kalite Duruşu,0
4000236,900374,IE26900374,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-04-17 12:30:28,2026-04-17 12:38:10,7.7,Bakım çağrıldı,Vardiya Devri,0
4000237,900375,IE26900375,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-23 13:50:20,2026-03-23 14:15:26,25.1,,Mekanik Arıza,0
4000238,900376,IE26900376,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-24 22:31:49,2026-03-24 23:33:19,61.5,Operatör müdahalesi,Ayar / Numune Onayı,0
4000239,900377,IE26900377,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-25 17:11:59,2026-03-25 18:02:53,50.9,Kalıp söküldü,Kalıp Değişimi,0
4000240,900378,IE26900378,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-03-26 19:29:17,2026-03-26 20:01:11,31.9,Yedek parça bekleniyor,Kalite Duruşu,0
4000241,900379,IE25900379,M00248,KAPAK 090-065 VERNIKLI 2 PARÇA,2025-12-12 12:08:55,2025-12-12 12:34:25,25.5,Yedek parça bekleniyor,Vardiya Devri,0
4000242,900380,IE25900380,M00248,KAPAK 090-065 VERNIKLI 2 PARÇA,2025-12-13 17:25:26,2025-12-13 18:01:50,36.4,Yedek parça bekleniyor,Sac Sıkışması,0
4000243,900381,IE25900381,M00248,KAPAK 090-065 VERNIKLI 2 PARÇA,2025-12-14 12:58:24,2025-12-14 13:55:24,57,,Ayar / Numune Onayı,0
4000244,900382,IE26900382,M00178,OVAL KUTU 295-165 MAT LAK 3 PARÇA,2026-02-25 13:23:50,2026-02-25 14:30:38,66.8,Bakım çağrıldı,Vardiya Devri,0
4000245,900383,IE26900383,M00178,OVAL KUTU 295-165 MAT LAK 3 PARÇA,2026-02-26 18:08:10,2026-02-26 18:20:46,12.6,Yedek parça bekleniyor,Ayar / Numune Onayı,0
4000246,900384,IE26900384,M00178,OVAL KUTU 295-165 MAT LAK 3 PARÇA,2026-02-27 20:12:59,2026-02-27 20:18:17,5.3,Bakım çağrıldı,Elektrik Arızası,0
4000247,900385,IE25900385,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-12-27 19:31:57,2025-12-27 20:03:27,31.5,Yedek parça bekleniyor,Kalıp Değişimi,0
4000248,900386,IE25900386,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-12-28 13:26:19,2025-12-28 14:21:37,55.3,Bakım çağrıldı,Planlı Bakım,0
4000249,900387,IE25900387,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2025-12-29 12:20:47,2025-12-29 12:47:59,27.2,Bakım çağrıldı,Kalıp Değişimi,0
4000250,900389,IE25900389,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-02 08:43:54,2025-07-02 10:07:30,83.6,Yedek parça bekleniyor,Vardiya Devri,0
4000251,900391,IE25900391,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2025-07-04 21:27:51,2025-07-04 22:56:39,88.8,Bakım çağrıldı,Mekanik Arıza,0
4000252,900392,IE25900392,M00024,TEPSI 325-125 MAT LAK 3 PARÇA,2025-10-30 13:14:55,2025-10-30 14:02:01,47.1,Bakım çağrıldı,Kalite Duruşu,0
4000253,900395,IE25900395,M00024,TEPSI 325-125 MAT LAK 3 PARÇA,2025-11-02 13:23:43,2025-11-02 13:58:13,34.5,Operatör müdahalesi,Kalıp Değişimi,0
4000254,900396,IE25900396,M00022,SEKIZGEN KUTU 135-145 VERNIKLI 2 PARÇA,2025-07-12 20:23:17,2025-07-12 21:32:47,69.5,Operatör müdahalesi,Mekanik Arıza,0
4000255,900397,IE25900397,M00022,SEKIZGEN KUTU 135-145 VERNIKLI 2 PARÇA,2025-07-13 17:10:29,2025-07-13 17:21:35,11.1,,Mekanik Arıza,0
4000256,900400,IE25900400,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-09-06 08:35:48,2025-09-06 09:03:12,27.4,Kalıp söküldü,Kalite Duruşu,0
4000257,900401,IE25900401,M00010,YUVARLAK KUTU 255-205 MAT LAK 3 PARÇA,2025-09-07 19:38:01,2025-09-07 21:13:01,95,,Kalıp Değişimi,0
4000258,900402,IE25900402,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-08-04 12:40:35,2025-08-04 13:39:11,58.6,Operatör müdahalesi,Malzeme Bekleme,0
4000259,900403,IE25900403,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-08-05 12:47:48,2025-08-05 12:53:00,5.2,Yedek parça bekleniyor,Sac Sıkışması,0
4000260,900404,IE25900404,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,2025-08-06 12:45:12,2025-08-06 13:22:36,37.4,Bakım çağrıldı,Kalıp Değişimi,0
4000261,900406,IE25900406,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-10-25 13:07:01,2025-10-25 13:19:49,12.8,Operatör müdahalesi,Enerji Kesintisi,0
4000262,900407,IE25900407,M00004,YUVARLAK KUTU 210-255 MAT LAK 3 PARÇA,2025-10-26 11:10:18,2025-10-26 11:44:00,33.7,Kalıp söküldü,Kalıp Değişimi,0
4000263,900409,IE26900409,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-04-24 21:05:46,2026-04-24 21:33:22,27.6,,Ayar / Numune Onayı,0
4000264,900410,IE26900410,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-04-25 20:44:04,2026-04-25 21:13:10,29.1,,Enerji Kesintisi,0
4000265,900411,IE26900411,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,2026-04-26 15:06:09,2026-04-26 15:31:15,25.1,Kalıp söküldü,Vardiya Devri,0
4000266,900413,IE26900413,M00072,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,2026-04-16 22:50:18,2026-04-16 23:29:36,39.3,Operatör müdahalesi,Vardiya Devri,0
4000267,900415,IE26900415,M00072,DIKDORTGEN KUTU 145-095 HAM TENEKE 3 PARÇA,2026-04-18 13:11:59,2026-04-18 13:24:41,12.7,Kalıp söküldü,Planlı Bakım,0
4000268,900416,IE25900416,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2025-07-30 07:41:28,2025-07-30 08:22:28,41,,Sac Sıkışması,0
4000269,900418,IE25900418,M00016,YUVARLAK-SIVAMA KUTU Ø068 HAM TENEKE 2 PARÇA,2025-08-01 19:09:10,2025-08-01 19:24:28,15.3,Operatör müdahalesi,Kalıp Değişimi,0
4000270,900419,IE26900419,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-06-02 18:11:48,2026-06-02 19:27:48,76,Operatör müdahalesi,Ayar / Numune Onayı,0
4000271,900420,IE26900420,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-06-03 11:47:54,2026-06-03 11:55:36,7.7,Bakım çağrıldı,Personel Yetersizliği,0
4000272,900421,IE26900421,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,2026-06-04 09:38:35,2026-06-04 10:16:29,37.9,Bakım çağrıldı,Personel Yetersizliği,0
4000273,900422,IE26900422,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-02-26 09:42:48,2026-02-26 11:13:06,90.3,Bakım çağrıldı,Vardiya Devri,0
4000274,900423,IE26900423,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-02-27 18:46:24,2026-02-27 19:00:24,14,Bakım çağrıldı,Kalıp Değişimi,0
4000275,900424,IE26900424,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,2026-02-28 19:58:12,2026-02-28 20:49:42,51.5,Operatör müdahalesi,Vardiya Devri,0
4000276,900427,IE26900427,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,2026-05-09 09:05:05,2026-05-09 10:00:47,55.7,Kalıp söküldü,Hidrolik Kaçak,0
4000277,900428,IE26900428,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,2026-05-10 17:09:53,2026-05-10 17:52:05,42.2,,Mekanik Arıza,0
