TAKIPNO,ISEMRINO,KALIPADI,STOK_KODU,STOK_ADI,CARI_KOD,CARI_ISIM,SIPARIS_NO,REFISEMRINO,SIPARIS_KONT,OPKODU,MAKINA_NO,MAKINE_ADI,ISTKODU,ISTISIM,MIKTAR,DURUM_KOD,DURUM_ADI,ACIKLAMA,TESLIM_TARIHI,TRA_ACIKLAMA,STOK_GRUPKODU,STOK_GRUPADI,STOK_KOD1,STOK_AD1,STOK_KOD2,STOK_AD2,STOK_KOD3,STOK_AD3,STOK_KOD4,STOK_AD4
900070,IE26900070,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006489,RF900070,4,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,5105,30,TAMAMLANDI,Acil iş,2026-06-22,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900071,IE26900071,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006489,RF900071,4,OP02,6,PRES 06 · 40 TON SIVAMA,PRS,PRES,5177,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-07-01,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900072,IE26900072,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP26006489,RF900072,4,OP03,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,5037,30,TAMAMLANDI,Acil iş,2026-07-16,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900073,IE26900073,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0021,Gümüşdere Kozmetik Koll. Şti.,STK25000796,RF900073,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,73,30,TAMAMLANDI,,2026-01-12,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900074,IE26900074,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0021,Gümüşdere Kozmetik Koll. Şti.,STK25000796,RF900074,1,OP02,23,PVC KAPLAMA HATTI 01,PRS,PRES,76,30,TAMAMLANDI,,2026-01-30,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900075,IE26900075,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0021,Gümüşdere Kozmetik Koll. Şti.,STK25000796,RF900075,1,OP03,39,MONTAJ HATTI 08 · SIVAMA,MNT,MONTAJ,72,30,TAMAMLANDI,Acil iş,2026-01-29,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900076,IE26900076,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0022,Efelik Şekerleme Koll. Şti.,SIP26006390,RF900076,2,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,20652,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-07-14,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900077,IE26900077,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0022,Efelik Şekerleme Koll. Şti.,SIP26006390,RF900077,2,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,21112,30,TAMAMLANDI,,2026-07-03,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900078,IE26900078,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0022,Efelik Şekerleme Koll. Şti.,SIP26006390,RF900078,2,OP03,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,20449,30,TAMAMLANDI,,2026-07-01,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900083,IE25900083,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0020,Çınaraltı Tarım A.Ş.,SIP25005003,RF900083,2,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,3118,30,TAMAMLANDI,Acil iş,2025-12-26,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900084,IE25900084,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0020,Çınaraltı Tarım A.Ş.,SIP25005003,RF900084,2,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,3049,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-01-08,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900085,IE25900085,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0020,Çınaraltı Tarım A.Ş.,SIP25005003,RF900085,2,OP03,40,MONTAJ HATTI 09 · SIVAMA,MNT,MONTAJ,3042,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-12-18,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900086,IE25900086,205-050,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,120.01.0087,Pınarbaşlı Şekerleme San. ve Tic. A.Ş.,SIP25005311,RF900086,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,587,30,TAMAMLANDI,,2025-12-15,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,205-050,Kalıp 205-050,B1,Litografi
900087,IE25900087,205-050,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,120.01.0087,Pınarbaşlı Şekerleme San. ve Tic. A.Ş.,SIP25005311,RF900087,1,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,604,30,TAMAMLANDI,Numune onayı bekleniyor,2026-01-09,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,205-050,Kalıp 205-050,B1,Litografi
900088,IE25900088,205-050,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,120.01.0087,Pınarbaşlı Şekerleme San. ve Tic. A.Ş.,SIP25005311,RF900088,1,OP03,12,PRES 12 · 25 TON KAPAK,PRS,PRES,593,30,TAMAMLANDI,Acil iş,2025-12-14,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,205-050,Kalıp 205-050,B1,Litografi
900089,IE25900089,205-050,M00012,YUVARLAK KUTU 205-050 LITOGRAFI 2 PARÇA,120.01.0087,Pınarbaşlı Şekerleme San. ve Tic. A.Ş.,SIP25005311,RF900089,1,OP04,42,MONTAJ HATTI 11 · KAPAK,MNT,MONTAJ,585,30,TAMAMLANDI,Acil iş,2025-12-17,,01,Mamul,SK01,Yuvarlak Kutu,KA1,Gıda,205-050,Kalıp 205-050,B1,Litografi
900093,IE25900093,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0075,Orhanlı Zeytin Ltd. Şti.,SIP25004365,RF900093,2,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,12278,30,TAMAMLANDI,,2025-09-15,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900094,IE25900094,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0075,Orhanlı Zeytin Ltd. Şti.,SIP25004365,RF900094,2,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,12401,30,TAMAMLANDI,,2025-08-26,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900095,IE25900095,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0075,Orhanlı Zeytin Ltd. Şti.,SIP25004365,RF900095,2,OP03,13,PRES 13 · 35 TON KAPAK,PRS,PRES,12654,30,TAMAMLANDI,Numune onayı bekleniyor,2025-09-07,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900096,IE25900096,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0075,Orhanlı Zeytin Ltd. Şti.,SIP25004365,RF900096,2,OP04,35,MONTAJ HATTI 03 · OTOMATİK,MNT,MONTAJ,12680,30,TAMAMLANDI,,2025-09-07,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900097,IE25900097,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,STK25000663,RF900097,4,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,364,30,TAMAMLANDI,Numune onayı bekleniyor,2025-09-08,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900098,IE25900098,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,STK25000663,RF900098,4,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,379,30,TAMAMLANDI,Acil iş,2025-09-07,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900099,IE25900099,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,STK25000663,RF900099,4,OP03,4,PRES 04 · 80 TON EKSANTRİK,PRS,PRES,380,30,TAMAMLANDI,Numune onayı bekleniyor,2025-09-12,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900100,IE25900100,120-105,M00003,YUVARLAK KUTU 120-105 HAM TENEKE 2 PARÇA,120.01.0005,Marmarist Kahve A.Ş.,STK25000663,RF900100,4,OP04,41,MONTAJ HATTI 10 · KAPAK,MNT,MONTAJ,374,30,TAMAMLANDI,Numune onayı bekleniyor,2025-09-06,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,120-105,Kalıp 120-105,B3,Ham Teneke
900101,IE25900101,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0024,Jalezade Salça Koll. Şti.,STK25000722,RF900101,1,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,1261,30,TAMAMLANDI,,2025-10-27,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900102,IE25900102,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0024,Jalezade Salça Koll. Şti.,STK25000722,RF900102,1,OP02,17,PRES 17 · 16 TON KULP,PRS,PRES,1255,30,TAMAMLANDI,,2025-11-24,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900103,IE25900103,325-125,M00002,TEPSI 325-125 MAT LAK 3 PARÇA,120.01.0024,Jalezade Salça Koll. Şti.,STK25000722,RF900103,1,OP03,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,1205,30,TAMAMLANDI,,2025-11-05,Fazla üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,325-125,Kalıp 325-125,B4,Mat Lak
900104,IE25900104,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25004075,RF900104,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,624,30,TAMAMLANDI,Acil iş,2025-07-26,Fazla üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900105,IE25900105,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25004075,RF900105,1,OP02,30,OFSET BASKI 01 · 4 RENK,MTB,MATBAA,617,30,TAMAMLANDI,Numune onayı bekleniyor,2025-07-08,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900106,IE25900106,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25004075,RF900106,1,OP03,11,PRES 11 · 25 TON KAPAK,PRS,PRES,605,30,TAMAMLANDI,,2025-08-05,,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900107,IE25900107,078-095,M00023,YUVARLAK KUTU 078-095 LITOGRAFI 2 PARÇA,120.01.0006,Ünlüoğlu Reçel Gıda San. A.Ş.,SIP25004075,RF900107,1,OP04,43,MONTAJ HATTI 13 · ÖZEL ŞEKİL,MNT,MONTAJ,613,30,TAMAMLANDI,,2025-07-16,Kısmi üretim,01,Mamul,SK01,Yuvarlak Kutu,KA6,Bal-Reçel,078-095,Kalıp 078-095,B1,Litografi
900108,IE26900108,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0082,Bozkırlı Reçel Koll. Şti.,SIP25005364,RF900108,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,1502,30,TAMAMLANDI,,2026-02-08,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
900109,IE26900109,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0082,Bozkırlı Reçel Koll. Şti.,SIP25005364,RF900109,1,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,1497,30,TAMAMLANDI,,2026-01-19,Kısmi üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
900110,IE26900110,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0082,Bozkırlı Reçel Koll. Şti.,SIP25005364,RF900110,1,OP03,4,PRES 04 · 80 TON EKSANTRİK,PRS,PRES,1508,30,TAMAMLANDI,Numune onayı bekleniyor,2026-01-26,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
900111,IE26900111,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0082,Bozkırlı Reçel Koll. Şti.,SIP25005364,RF900111,1,OP04,35,MONTAJ HATTI 03 · OTOMATİK,MNT,MONTAJ,1501,30,TAMAMLANDI,,2026-02-08,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
900112,IE26900112,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005990,RF900112,1,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,586,30,TAMAMLANDI,Numune onayı bekleniyor,2026-05-28,,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
900113,IE26900113,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005990,RF900113,1,OP02,3,PRES 03 · 80 TON EKSANTRİK,PRS,PRES,583,30,TAMAMLANDI,,2026-04-27,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
900114,IE26900114,145-095,M00005,DIKDORTGEN KUTU 145-095 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005990,RF900114,1,OP03,40,MONTAJ HATTI 09 · SIVAMA,MNT,MONTAJ,593,30,TAMAMLANDI,Numune onayı bekleniyor,2026-04-26,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA3,Kozmetik,145-095,Kalıp 145-095,B4,Mat Lak
900115,IE25900115,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0034,Orhanlı Kahve Koll. Şti.,STK25000743,RF900115,4,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,1461,30,TAMAMLANDI,Acil iş,2025-12-11,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
900116,IE25900116,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0034,Orhanlı Kahve Koll. Şti.,STK25000743,RF900116,4,OP02,31,OFSET BASKI 02 · 4 RENK,MTB,MATBAA,1490,30,TAMAMLANDI,Acil iş,2025-12-08,Kısmi üretim,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
900117,IE25900117,DIA-068,M00032,TEPSI Ø068 VERNIKLI 3 PARÇA,120.01.0034,Orhanlı Kahve Koll. Şti.,STK25000743,RF900117,4,OP03,34,MONTAJ HATTI 02 · OTOMATİK,MNT,MONTAJ,1492,30,TAMAMLANDI,,2025-12-10,,01,Mamul,SK11,Tepsi,KA5,Endüstriyel,DIA-068,Kalıp DIA-068,B2,Vernikli
900118,IE26900118,185-115,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005736,RF900118,1,OP01,24,KESİM HATTI 01 · GİYOTİN,KSM,KESIM,5934,30,TAMAMLANDI,,2026-03-02,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B4,Mat Lak
900119,IE26900119,185-115,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005736,RF900119,1,OP02,9,PRES 09 · 63 TON SIVAMA,PRS,PRES,5792,30,TAMAMLANDI,,2026-03-13,,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B4,Mat Lak
900120,IE26900120,185-115,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,120.01.0001,Nordwind Oy,SIP26005736,RF900120,1,OP03,44,MONTAJ HATTI 14 · ÖZEL ŞEKİL,MNT,MONTAJ,5826,30,TAMAMLANDI,Müşteri baskı revizyonu,2026-03-26,,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B4,Mat Lak
900121,IE25900121,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0007,Terravita A/S,SIP25004470,RF900121,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,20680,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-19,Fazla üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900122,IE25900122,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0007,Terravita A/S,SIP25004470,RF900122,1,OP02,21,PRES 21 · 45 TON ÇOK KADEMELİ,PRS,PRES,20658,30,TAMAMLANDI,Numune onayı bekleniyor,2025-09-08,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900123,IE25900123,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0007,Terravita A/S,SIP25004470,RF900123,1,OP03,42,MONTAJ HATTI 11 · KAPAK,MNT,MONTAJ,20958,30,TAMAMLANDI,Acil iş,2025-08-30,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900124,IE26900124,185-115,M00263,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,120.01.0012,Ferahlı Ambalaj Gıda San. A.Ş.,SIP25005407,RF900124,2,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,9675,30,TAMAMLANDI,,2026-02-14,,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,185-115,Kalıp 185-115,B1,Litografi
900125,IE26900125,185-115,M00263,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,120.01.0012,Ferahlı Ambalaj Gıda San. A.Ş.,SIP25005407,RF900125,2,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,10162,30,TAMAMLANDI,,2026-01-24,,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,185-115,Kalıp 185-115,B1,Litografi
900126,IE26900126,185-115,M00263,DIKDORTGEN KUTU 185-115 LITOGRAFI 2 PARÇA,120.01.0012,Ferahlı Ambalaj Gıda San. A.Ş.,SIP25005407,RF900126,2,OP03,36,MONTAJ HATTI 04 · YARI OTOMATİK,MNT,MONTAJ,9890,30,TAMAMLANDI,Numune onayı bekleniyor,2026-01-29,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA6,Bal-Reçel,185-115,Kalıp 185-115,B1,Litografi
900127,IE25900127,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP25004727,RF900127,1,OP01,26,KESİM HATTI 03 · DİLİMLEME,KSM,KESIM,1466,30,TAMAMLANDI,Numune onayı bekleniyor,2025-10-12,Kısmi üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
900128,IE25900128,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP25004727,RF900128,1,OP02,46,DİJİTAL BASKI 02,DJT,DIJITAL,1474,30,TAMAMLANDI,,2025-10-16,Kısmi üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
900129,IE25900129,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP25004727,RF900129,1,OP03,6,PRES 06 · 40 TON SIVAMA,PRS,PRES,1519,30,TAMAMLANDI,,2025-10-19,Kısmi üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
900130,IE25900130,175-205,M00006,SEKILLI KUTU 175-205 HAM TENEKE 3 PARÇA,120.01.0004,Gümüşdere Çay Ltd. Şti.,SIP25004727,RF900130,1,OP04,37,MONTAJ HATTI 05 · YARI OTOMATİK,MNT,MONTAJ,1483,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-10-11,Fazla üretim,01,Mamul,SK08,Sekilli Kutu,KA4,Hediyelik,175-205,Kalıp 175-205,B3,Ham Teneke
900131,IE25900131,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004030,RF900131,1,OP01,28,KESİM HATTI 06 · KÖŞE KESME,KSM,KESIM,20714,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-07-16,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900132,IE25900132,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004030,RF900132,1,OP02,23,PVC KAPLAMA HATTI 01,PRS,PRES,20374,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-07-24,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900133,IE25900133,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0001,Nordwind Oy,SIP25004030,RF900133,1,OP03,33,MONTAJ HATTI 01 · OTOMATİK,MNT,MONTAJ,20456,30,TAMAMLANDI,,2025-07-12,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900134,IE25900134,185-115,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,120.01.0069,Kavaklıdere Zeytin Ltd. Şti.,STKB25000269,RF900134,2,OP01,25,KESİM HATTI 02 · GİYOTİN,KSM,KESIM,296,30,TAMAMLANDI,Müşteri baskı revizyonu,2025-08-18,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B4,Mat Lak
900135,IE25900135,185-115,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,120.01.0069,Kavaklıdere Zeytin Ltd. Şti.,STKB25000269,RF900135,2,OP02,32,OFSET BASKI 03 · 2 RENK + VERNİK,MTB,MATBAA,292,30,TAMAMLANDI,Numune onayı bekleniyor,2025-07-27,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B4,Mat Lak
900136,IE25900136,185-115,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,120.01.0069,Kavaklıdere Zeytin Ltd. Şti.,STKB25000269,RF900136,2,OP03,19,PRES 19 · 20 TON HALKA,PRS,PRES,303,30,TAMAMLANDI,,2025-08-10,Fazla üretim,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B4,Mat Lak
900137,IE25900137,185-115,M00007,DIKDORTGEN KUTU 185-115 MAT LAK 2 PARÇA,120.01.0069,Kavaklıdere Zeytin Ltd. Şti.,STKB25000269,RF900137,2,OP04,39,MONTAJ HATTI 08 · SIVAMA,MNT,MONTAJ,305,30,TAMAMLANDI,,2025-08-17,,01,Mamul,SK04,Dikdortgen Kutu,KA5,Endüstriyel,185-115,Kalıp 185-115,B4,Mat Lak
900138,IE26900138,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0036,Dörtyollu Kahve San. ve Tic. A.Ş.,SIP26006034,RF900138,3,OP01,29,KESİM HATTI 07 · KÖŞE KESME,KSM,KESIM,5082,30,TAMAMLANDI,Numune onayı bekleniyor,2026-05-06,,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
900139,IE26900139,090-065,M00001,KAPAK 090-065 HAM TENEKE 2 PARÇA,120.01.0036,Dörtyollu Kahve San. ve Tic. A.Ş.,SIP26006034,RF900139,3,OP02,9,PRES 09 · 63 TON SIVAMA,PRS,PRES,5180,30,TAMAMLANDI,,2026-05-09,Kısmi üretim,01,Mamul,SK12,Kapak,KA2,Boya-Kimya,090-065,Kalıp 090-065,B3,Ham Teneke
